action,reason,cluster_id,source_db,title,doi,matched_with_db,matched_with_title
MERGE,DOI match: 10.64898/2026.07.03.736239,202,biorxiv_medrxiv,Residual Multi-Modal Learning for Pan-Breast-Cancer Drug Response Prediction,10.64898/2026.07.03.736239,semantic_scholar,Residual Multi-Modal Learning for Pan-Breast-Cancer Drug Response Prediction
MERGE,DOI match: 10.64898/2026.07.24.740656,125,biorxiv_medrxiv,Prioritizing Non-coding Variants in Rice GWAS Loci with a Chromatin-Informed DNA Language Model,10.64898/2026.07.24.740656,semantic_scholar,Prioritizing Non-coding Variants in Rice GWAS Loci with a Chromatin-Informed DNA Language Model
MERGE,DOI match: 10.64898/2026.07.16.739037,131,biorxiv_medrxiv,SPgen: Proteome-wide Spatial Proteomics generation using multi-modality foundation models,10.64898/2026.07.16.739037,semantic_scholar,SPgen: Proteome-wide Spatial Proteomics generation using multi-modality foundation models
NEW,No match found,261,biorxiv_medrxiv,Do Single-Cell Models Learn Real Biology? An Empirical Analysis of Physical Interaction Signal in Pr,10.21203/rs.3.rs-10461095/v1,,
NEW,No match found,262,biorxiv_medrxiv,Rank or Value? An Empirical Analysis of Single-Cell Transformer Tokenization under Sequencing-Depth ,10.21203/rs.3.rs-10461235/v1,,
MERGE,DOI match: 10.64898/2026.07.16.738979,204,biorxiv_medrxiv,CASCADE recovers promoter-associated regulatory motifs from cell-type-resolved DNA language-model at,10.64898/2026.07.16.738979,semantic_scholar,CASCADE recovers promoter-associated regulatory motifs from cell-type-resolved DNA language-model at
NEW,No match found,263,biorxiv_medrxiv,Histological triage of early-stage mycosis fungoides using a weakly supervised deep learning-based m,10.64898/2026.07.27.26359009,,
NEW,No match found,264,biorxiv_medrxiv,PRISM-PD: A Computational Atlas of Multimodal Biomarker Coordination in Parkinson’s Disease,10.21203/rs.3.rs-10451802/v1,,
MERGE,DOI match: 10.1186/s13059-026-04193-w,44,springernature,Unlocking biological insight from single-cell data with an interpretable dual-stream foundation mode,10.1186/s13059-026-04193-w,openalex,Unlocking biological insight from single-cell data with an interpretable dual-stream foundation mode
NEW,No match found,265,springernature,Wearable neural biosensors for early detection of neurodegenerative diseases,10.1186/s13064-026-00302-4,,
MERGE,DOI match: 10.1038/s41598-026-65307-9,120,springernature,Prototype contrastive alignment with clinical attention enables multi-modal breast cancer molecular ,10.1038/s41598-026-65307-9,openalex,Prototype contrastive alignment with clinical attention enables multi-modal breast cancer molecular 
MERGE,DOI match: 10.1007/s00203-026-05074-3,221,springernature,Microbial lipases: advances in metagenomics and artificial intelligence for enzyme discovery and eng,10.1007/s00203-026-05074-3,semantic_scholar,Microbial lipases: advances in metagenomics and artificial intelligence for enzyme discovery and eng
MERGE,DOI match: 10.1186/s12301-026-00604-3,114,springernature,Artificial intelligence-based prediction of biochemical recurrence of prostate cancer using multipar,10.1186/s12301-026-00604-3,openalex,Artificial intelligence-based prediction of biochemical recurrence of prostate cancer using multipar
MERGE,DOI match: 10.1186/s13040-026-00582-w,1,springernature,Clifti-GPT: privacy-preserving federated fine-tuning and transferable inference of foundation models,10.1186/s13040-026-00582-w,pubmed,Clifti-GPT: privacy-preserving federated fine-tuning and transferable inference of foundation models
MERGE,DOI match: 10.1038/s41523-026-01022-y,113,springernature,An Artificial Intelligence (AI) model integrating multiscale foundation model histopathology represe,10.1038/s41523-026-01022-y,openalex,An Artificial Intelligence (AI) model integrating multiscale foundation model histopathology represe
MERGE,DOI match: 10.1007/s11042-026-21805-6,34,springernature,Multimodal artificial intelligence for diagnosis and prognosis in head and neck cancer: A systematic,10.1007/s11042-026-21805-6,scopus,Multimodal artificial intelligence for diagnosis and prognosis in head and neck cancer: A systematic
MERGE,DOI match: 10.1038/s41592-026-03153-3,38,springernature,NicheTrans: spatial-aware cross-omics translation,10.1038/s41592-026-03153-3,openalex,NicheTrans: spatial-aware cross-omics translation
NEW,No match found,266,springernature,Interpretable deep learning model of circulating genomics for quantitative survival prediction in ad,10.1007/s12094-026-04220-z,,
MERGE,DOI match: 10.1038/s41467-026-76230-y,102,springernature,Unify learns cellular evolution with universal multimodal embeddings,10.1038/s41467-026-76230-y,openalex,Unify learns cellular evolution with universal multimodal embeddings
MERGE,DOI match: 10.1038/s43588-026-01016-7,39,springernature,SpatialFormer: universal spatial representation learning from subcellular molecular to multicellular,10.1038/s43588-026-01016-7,openalex,SpatialFormer: universal spatial representation learning from subcellular molecular to multicellular
MERGE,DOI match: 10.1038/s41586-026-10842-8,95,springernature,Miniaturizing and modifying natural proteins with Raygun,10.1038/s41586-026-10842-8,openalex,Miniaturizing and modifying natural proteins with Raygun
MERGE,DOI match: 10.1186/s12896-026-01205-2,91,springernature,MGS-HCT enables resistance gene discovery and functional sequence design in forest trees,10.1186/s12896-026-01205-2,openalex,MGS-HCT enables resistance gene discovery and functional sequence design in forest trees
MERGE,DOI match: 10.1038/s44320-026-00238-1,86,springernature,xDecoder unlocks the potential of genomic foundation models for few-shot personal gene expression pr,10.1038/s44320-026-00238-1,openalex,xDecoder unlocks the potential of genomic foundation models for few-shot personal gene expression pr
MERGE,DOI match: 10.1007/s10522-026-10471-8,251,springernature,Inflammation-linked aging signals in frozen single-cell foundation models: donor-aware detection and,10.1007/s10522-026-10471-8,semantic_scholar,Inflammation-linked aging signals in frozen single-cell foundation models: donor-aware detection and
NEW,No match found,267,springernature,Transformer Models and their Cross-Domain Applications: A Systematic Review,10.1007/s11831-026-10742-0,,
MERGE,DOI match: 10.1007/s44163-026-01739-6,80,springernature,Deep learning as a bridge between sequencing-derived biological data and functional interpretation,10.1007/s44163-026-01739-6,openalex,Deep learning as a bridge between sequencing-derived biological data and functional interpretation
MERGE,DOI match: 10.1186/s12859-026-06538-5,245,springernature,Residual-stream geometry of single-cell foundation models carries incremental gene-regulatory signal,10.1186/s12859-026-06538-5,semantic_scholar,Residual-stream geometry of single-cell foundation models carries incremental gene-regulatory signal
NEW,No match found,268,springernature,Application of the Allen Human Brain Atlas in Alzheimer’s disease and Parkinson’s disease,10.1186/s40035-026-00566-0,,
MERGE,DOI match: 10.1186/s12864-026-12965-8,9,springernature,Systematic evaluation of single-cell foundation model interpretability: attention-derived edge score,10.1186/s12864-026-12965-8,pubmed,Systematic evaluation of single-cell foundation model interpretability: attention-derived edge score
MERGE,DOI match: 10.1186/s13073-026-01733-8,8,springernature,clinTALL: machine learning-driven multimodal subtype classification and treatment outcome prediction,10.1186/s13073-026-01733-8,pubmed,clinTALL: machine learning-driven multimodal subtype classification and treatment outcome prediction
MERGE,DOI match: 10.1038/s44321-026-00488-4,70,springernature,DeepPlaque: a scalable multimodal platform for Aβ pathology and cell analysis in Alzheimer’s disease,10.1038/s44321-026-00488-4,openalex,DeepPlaque: a scalable multimodal platform for Aβ pathology and cell analysis in Alzheimer’s disease
NEW,No match found,269,springernature,Using Artificial Intelligence to Identify Patterns and Predictors of Adverse Drug Reactions in Cardi,10.1007/s40256-026-00810-y,,
MERGE,DOI match: 10.1186/s12915-026-02676-7,12,springernature,ViMST: vision transformer-based dual modality multi-task graph contrastive network for spatial trans,10.1186/s12915-026-02676-7,pubmed,ViMST: vision transformer-based dual modality multi-task graph contrastive network for spatial trans
MERGE,DOI match: 10.1186/s12964-026-03063-z,15,springernature,AI-driven multi-omics deciphering of extrachromosomal circular DNA rescues hidden targets in colorec,10.1186/s12964-026-03063-z,pubmed,AI-driven multi-omics deciphering of extrachromosomal circular DNA rescues hidden targets in colorec
MERGE,DOI match: 10.1038/s42003-026-10608-y,21,springernature,High-resolution mri guided whole mouse brain neuronal cell type atlas using deep learning,10.1038/s42003-026-10608-y,pubmed,High-resolution mri guided whole mouse brain neuronal cell type atlas using deep learning.
MERGE,arXiv ID match: 2608.05329,197,arxiv,Frozen but Not Always Accessible: A Representation Analysis of Genomic Language Models,,semantic_scholar,Frozen but Not Always Accessible: A Representation Analysis of Genomic Language Models
NEW,No match found,270,arxiv,CLARA: Clarification of Language Ambiguity through Result Analysis for Natural-Language Cancer Genom,,,
MERGE,arXiv ID match: 2608.01734,139,arxiv,LLM-Guided Retrieval for Prediction of Molecular Perturbation Responses,,semantic_scholar,LLM-Guided Retrieval for Prediction of Molecular Perturbation Responses
NEW,No match found,271,arxiv,"Evaluating Agentic Bioinformatics through Function, Evidence, and Validation",,,
MERGE,arXiv ID match: 2607.24093,156,arxiv,TCellAlign: Cross-study T-cell Populations Alignment with Nomenclature-Guided Multi-Agent Workflow,,semantic_scholar,TCellAlign: Cross-study T-cell Populations Alignment with Nomenclature-Guided Multi-Agent Workflow
MERGE,arXiv ID match: 2607.21343,198,arxiv,M$^3$-Gen: Interpretable Multimodal Generation of Gene Expression Profiles Using Clinical and Imagin,,semantic_scholar,M$^3$-Gen: Interpretable Multimodal Generation of Gene Expression Profiles Using Clinical and Imagin
NEW,No match found,272,arxiv,Adaptive Confidence-weighted Expansion for Trustworthy Multi-Omics Multimodal Fusion,,,
MERGE,arXiv ID match: 2607.19618,215,arxiv,Causal dictionary learning reveals and validates transcription-factor binding features in genomic la,,semantic_scholar,Causal dictionary learning reveals and validates transcription-factor binding features in genomic la
NEW,No match found,273,arxiv,PertReason: A Knowledge-Grounded Benchmark and Framework for Cell-State-Conditioned Mechanistic Reas,,,
MERGE,arXiv ID match: 2607.22712,127,arxiv,scMIR: a vision-language foundation model for single-cell light microscopy image representation,,semantic_scholar,scMIR: a vision-language foundation model for single-cell light microscopy image representation
MERGE,arXiv ID match: 2607.14410,161,arxiv,LATTICE: Graph Self-Supervised Learning for Multimodal Spatial Omics Integration,,semantic_scholar,LATTICE: Graph Self-Supervised Learning for Multimodal Spatial Omics Integration
MERGE,arXiv ID match: 2607.14163,126,arxiv,A vision foundation model for single-cell biology via spatial gene cartography,,semantic_scholar,A vision foundation model for single-cell biology via spatial gene cartography
NEW,No match found,274,arxiv,TheBioCollection: Unified Pre-Training Scale LLM Corpus for Biology,,,
NEW,No match found,275,arxiv,SpaCellAgent: A Self-Evolving LLM-Based Multi-Agent Framework for Trajectory Analysis,,,
NEW,No match found,276,google_scholar,Multimodal foundation transformer models for multiscale genomics,,,
NEW,No match found,277,google_scholar,Scaling large language models for next-generation single-cell analysis,,,
NEW,No match found,278,google_scholar,From modality-specific to compositional foundation models for cell biology,,,
NEW,No match found,279,google_scholar,"Generative Artificial Intelligence in Bioinformatics: A systematic review of models, applications, a",,,
NEW,No match found,280,google_scholar,scpilot: Large language model reasoning toward automated single-cell analysis and discovery,,,
NEW,No match found,281,google_scholar,A comprehensive review of multimodal large language models for medical imaging and omics data,,,
NEW,No match found,282,google_scholar,CELLama: foundation model for single cell and spatial transcriptomics by cell embedding leveraging l,,,
NEW,No match found,283,google_scholar,From foundation models to autonomous agents in biology,,,
NEW,No match found,284,google_scholar,"Artificial intelligence for genomic science: a scoping review of concepts, architectures, applicatio",,,
NEW,No match found,285,google_scholar,"Advancing bioinformatics with language models: components, applications, and perspectives",,,
MERGE,Exact title match,230,google_scholar,LLM4Cell: Taxonomy and Evaluation of LLM and Agentic Models for Single-Cell Biology,,semantic_scholar,LLM4Cell: Taxonomy and Evaluation of LLM and Agentic Models for Single-Cell Biology
NEW,No match found,286,google_scholar,Large language models in radiogenomics: a comprehensive survey of applications from imaging to genet,,,
NEW,No match found,287,google_scholar,Leveraging Large Language Models for Single-Cell Foundation Models: Gene Expression Prompting for Ce,,,
NEW,No match found,288,google_scholar,OmicsLM: A Multimodal Large Language Model for Multi-Sample Omics Reasoning,,,
NEW,No match found,289,google_scholar,A Multi-modal LLM-Knowledge Fusion Framework for Predicting Single-cell Genetic Perturbation Effects,,,
NEW,No match found,290,google_scholar,Cell2Text: Multimodal LLM for generating textual descriptions from single-cell RNA-Seq profiles,,,
NEW,No match found,291,google_scholar,"Foundation Models for Single-Cell Transcriptomics: A Comparative Analysis of Architectures, Pretrain",,,
NEW,No match found,292,google_scholar,Generative single-cell transcriptomics via large language models,,,
NEW,No match found,293,google_scholar,Building Knowledge-Enhanced AI Co-Scientists for Biomedical Discovery,,,
NEW,No match found,294,google_scholar,Towards Foundation Model for Single-Cell Biology,,,
NEW,No match found,295,google_scholar,TOWARD INTERPRETABLE MULTI-OMICS MULTIMODAL BIOMEDICAL ARTIFICIAL INTELLIGENCE,,,
NEW,No match found,296,google_scholar,A Generalizable Transformer Framework for Gene Regulatory Network Inference from Single‐Cell Transcr,,,
NEW,No match found,297,google_scholar,Deepseq: High-throughput single-cell rna sequencing data labeling via web search-augmented agentic g,,,
NEW,No match found,298,google_scholar,Leveraging artificial intelligence and large language models for cancer immunotherapy,,,
NEW,No match found,299,google_scholar,CellVerse: Do Large Language Models Really Understand Cell Biology?,,,
NEW,No match found,300,google_scholar,Tabula: A tabular self-supervised foundation model for single-cell transcriptomics,,,
NEW,No match found,301,google_scholar,From Prediction to Discovery: A Review of Scientific Discovery with Foundation Models,,,
NEW,No match found,302,google_scholar,Decoding Gene-Disease Associations with Computational Methods: A Survey,,,
NEW,No match found,303,google_scholar,Integrated artificial intelligence frameworks in single-cell multiomics: From intelligent automation,,,
NEW,No match found,304,google_scholar,Large language models for bioinformatics,,,
NEW,No match found,305,google_scholar,H2O: A Foundation Model Bridging Histopathology to Spatial Multi-Omics Profiling,,,
NEW,No match found,306,google_scholar,ELISA: An Interpretable Hybrid Generative AI Agent for Expression-Grounded Discovery in Single-Cell ,,,
NEW,No match found,307,google_scholar,Advancing Generative Methods for Multimodal Data Analysis,,,
NEW,No match found,308,google_scholar,Deep learning for psychiatric genomics: from tools to applications,,,
NEW,No match found,309,google_scholar,Embeddings from language models are good learners for single-cell data analysis,,,
NEW,No match found,310,google_scholar,OKR-Cell: Open World Knowledge Aided Single-Cell Foundation Model with Robust Cross-Modal Cell-Langu,,,
NEW,No match found,311,google_scholar,Generalist biological artificial intelligence in modeling the language of life,,,
NEW,No match found,312,google_scholar,When Biology Meets Medicine: A Perspective on Foundation Models,,,
NEW,No match found,313,google_scholar,Context-Aware LLM-Derived Representations for Gene Mutation Status Prediction in Cancer,,,
NEW,No match found,314,google_scholar,"Generative Artificial Intelligence for Biology: Toward Unifying Models, Algorithms, and Modalities",,,
NEW,No match found,315,google_scholar,scConcept enables concept-level exploration of single-cell transcriptomic data,,,
NEW,No match found,316,google_scholar,A survey on large language models in biology and chemistry,,,
NEW,No match found,317,google_scholar,AI foundation models in plant biology,,,
NEW,No match found,318,google_scholar,Evaluating the utilities of foundation models in single‐cell data analysis,,,
NEW,No match found,319,google_scholar,Multimodal Large Language Models in Biomedicine and Healthcare,,,
NEW,No match found,320,google_scholar,ST-LLM: Spatial Transcriptomics Embedding with Large Language Models,,,
NEW,No match found,321,google_scholar,Pre-training genomic language model with variants for better modeling functional genomics,,,
NEW,No match found,322,google_scholar,Leave No Data Behind: Exploring a new paradigm in oncology with foundation models and large language,,,
NEW,No match found,323,google_scholar,Large language model consensus substantially improves the cell type annotation accuracy for scRNA-se,,,
NEW,No match found,324,google_scholar,Foundation models in healthcare: a comprehensive review from technical advances to clinical translat,,,
NEW,No match found,325,google_scholar,On Using Large Language Models to Understand the Language of Life,,,
NEW,No match found,326,google_scholar,Geometric Representations of Knowledge Inside Biological Large Language Models: an Empirical Analysi,,,
NEW,No match found,327,google_scholar,Bio-BLIP: A Multimodal Architecture for Transferable Reasoning in Genomic Variant Interpretation,,,
NEW,No match found,328,google_scholar,Predictive single cell foundation model for gene regulation and aging with privacy-preserving tabula,,,
NEW,No match found,329,google_scholar,RNA foundation models enable generalizable endometriosis disease classification and stable gene-leve,,,
NEW,No match found,330,google_scholar,NanoCellAnnotator: Formalizing Expert Cell Type Annotation with Large Language Models,,,
NEW,No match found,331,google_scholar,VCBench: A Multi-Dimensional Benchmark for Single-Cell Foundation Models,,,
NEW,No match found,332,google_scholar,Artificial Intelligence agents for biological research: a survey,,,
NEW,No match found,333,google_scholar,AICellType: a large language model-based platform for accurate cell type annotation,,,
NEW,No match found,334,google_scholar,Glitch genes: embedding geometry predicts functional fragility in single-cell foundation models,,,
MERGE,Exact title match,147,google_scholar,Ai for scientific discovery in omics data-driven precision medicine,,semantic_scholar,AI for Scientific Discovery in Omics Data-Driven Precision Medicine.
NEW,No match found,335,google_scholar,AI-driven drug discovery: Focus on targets for solid tumors,,,
MERGE,Exact title match,175,google_scholar,"OCellus: A Language-Model Framework for Single-Cell, Spatial, and Perturbation Biology with Natural-",,semantic_scholar,"OCellus: A Language-Model Framework for Single-Cell, Spatial, and Perturbation Biology with Natural-"
NEW,No match found,336,google_scholar,ELISA: A Generative AI Agent for Expression Grounded Discovery in Single-Cell Genomics,,,
NEW,No match found,337,google_scholar,scMarkerAgent: An LLM Evidence Agent-based Cell Marker Atlas,,,
NEW,No match found,338,google_scholar,CellPilot: an agentic framework that pilots small language models through autonomous single-cell ann,,,
NEW,No match found,339,google_scholar,Generative Modeling for Multimodal Single-Cell and Genomic Data: From Conditional Generation to Regu,,,
NEW,No match found,340,google_scholar,A unified framework enables accessible deployment and comprehensive benchmarking of single-cell foun,,,
NEW,No match found,341,google_scholar,RVQ-Alpha: Bridging Single-Cell Transcriptomics and Large Language Models via Discrete Tokenization ,,,
NEW,No match found,342,google_scholar,Cell-jepa: Latent representation learning for single-cell transcriptomics,,,
NEW,No match found,343,google_scholar,"Large language model agents for biological intelligence across genomics, proteomics, spatial biology",,,
NEW,No match found,344,google_scholar,Artificial intelligence revolution in transcriptomics: from single cells to spatial atlases,,,
NEW,No match found,345,google_scholar,CellOS: Learning a World Model of Cellular State through Joint Embedding Prediction,,,
NEW,No match found,346,google_scholar,"Literature-derived, context-aware gene",,,
NEW,No match found,347,google_scholar,The next paradigm in bioinformatics: a review of multi-agent systems and foundational models for end,,,
NEW,No match found,348,google_scholar,scChat: A large language model‐powered co‐pilot for contextualized single‐cell RNA sequencing analys,,,
NEW,No match found,349,google_scholar,Pantheonos: An evolvable multi-agent framework for automatic genomics discovery,,,
NEW,No match found,350,google_scholar,Opening the Black Box of Scientific Foundation Models: A Review of Sparse Autoencoders for Mechanist,,,
NEW,No match found,351,google_scholar,What do biological foundation models compute? Sparse autoencoders from feature recovery to mechanist,,,
NEW,No match found,352,google_scholar,Enhancing cell type annotation for cancer transcriptomics using retrieval-augmented generation,,,
NEW,No match found,353,google_scholar,Annotating Spatial Multi-Omics Spot-Level Niche Types Using Bi-View Retrieval-Augmented Generation W,,,
NEW,No match found,354,google_scholar,Foundation models improve perturbation response prediction,,,
MERGE,Exact title match,80,google_scholar,Deep learning as a bridge between sequencing-derived biological data and functional interpretation,,openalex,Deep learning as a bridge between sequencing-derived biological data and functional interpretation
NEW,No match found,355,google_scholar,MIMIC: A Generative Multimodal Foundation Model for Biomolecules,,,
MERGE,Exact title match,48,google_scholar,Decoding cancer circulating transcriptomic signatures with language models,,openalex,Decoding cancer circulating transcriptomic signatures with language models
NEW,No match found,356,google_scholar,BulkFormer: A large-scale foundation model for bulk transcriptomes,,,
NEW,No match found,357,google_scholar,AI-Integrated Single-Cell Multi-Omics Decodes the Hepatocellular Carcinoma Metabolism-Immune Axis: A,,,
NEW,No match found,358,google_scholar,Statistical and Artificial Intelligence Methods for Analyzing Single-Cell and Genomic Data,,,
NEW,No match found,359,google_scholar,From classical machine learning to emerging foundation models: review on multimodal data integration,,,
NEW,No match found,360,google_scholar,Phenotype-Guided In Silico Molecular Generation Using Large Language Models,,,
NEW,No match found,361,google_scholar,scLLM-DSC: LLM-Knowledge Enhanced Cross-Modal Deep Structural Clustering for Single-Cell RNA Sequenc,,,
NEW,No match found,362,google_scholar,CellxPert: Inference-Time MCMC Steering of a Multi-Omics Single-Cell Foundation Model for In-Silico ,,,
NEW,No match found,363,google_scholar,A comprehensive survey of genome language models in bioinformatics,,,
NEW,No match found,364,google_scholar,The Model as Microscope: Knowledge Discovery via Mechanistic Interpretability of Scientific Foundati,,,
NEW,No match found,365,google_scholar,A comprehensive survey of computer vision methods for spatial transcriptomics,,,
NEW,No match found,366,google_scholar,Medea: An omics AI agent for therapeutic discovery,,,
NEW,No match found,367,google_scholar,A survey of LLMs in drug discovery and precision medicine,,,
NEW,No match found,368,google_scholar,SC-Arena: A Natural Language Benchmark for Single-Cell Reasoning with Knowledge-Augmented Evaluation,,,
NEW,No match found,369,google_scholar,CellTypeAI: Automated cell identification for scRNA-seq using local generative-AI,,,
NEW,No match found,370,google_scholar,CellMaster: Collaborative Cell Type Annotation in Single-Cell Analysis,,,
NEW,No match found,371,google_scholar,A deep learning and large language hybrid workflow for omics interpretation,,,
NEW,No match found,372,google_scholar,CellTosg2Sequence: A Unified Text-Omics-Signaling-Graph Large Language Model for Single-Cell Analysi,,,
NEW,No match found,373,google_scholar,Medea: An AI agent for therapeutic reasoning across biological contexts,,,
NEW,No match found,374,google_scholar,ChromFound: Towards A Universal Foundation Model for Single-Cell Chromatin Accessibiltiy Data,,,
NEW,No match found,375,google_scholar,A CONVERSATIONAL MULTI-AGENT AI FRAMEWORK FOR INTEGRATED MULTI-OMICS ANALYSIS AND BIOMEDICAL DISCOVE,,,
NEW,No match found,376,google_scholar,Decoding immunotherapy response through computational modeling,,,
NEW,No match found,377,google_scholar,Elisa: An interpretable hybrid agent for expression-grounded discovery in single-cell genomics,,,
NEW,No match found,378,google_scholar,Cell-o1 : training LLMs to solve single-cell reasoning puzzles with reinforcement learning,,,
NEW,No match found,379,google_scholar,An agentic AI framework for ingestion and standardization of single-cell RNA-seq data analysis,,,
NEW,No match found,380,google_scholar,"Large Language Models in Drug Discovery and Development: Multimodal Applications, Translational Chal",,,
NEW,No match found,381,google_scholar,Genes Are Not Words: Dependency-Aware Masking for Single-Cell Foundation Models,,,
NEW,No match found,382,google_scholar,X-cell: Scaling causal perturbation prediction across diverse cellular contexts via diffusion langua,,,
NEW,No match found,383,google_scholar,Scouter predicts transcriptional responses to genetic perturbations with large language model embedd,,,
MERGE,Exact title match,239,google_scholar,Auditing pretraining contamination in single-cell foundation model benchmarks,,semantic_scholar,Auditing pretraining contamination in single-cell foundation model benchmarks
NEW,No match found,384,google_scholar,Multi-omics feature engineering driven by biomedical foundation models improves drug response predic,,,
NEW,No match found,385,google_scholar,MAT-Cell: A Multi-Agent Tree-Structured Reasoning Framework for Batch-Level Single-Cell Annotation,,,
NEW,No match found,386,google_scholar,The Emerging Role of Artificial Intelligence in Advancing Molecular Precision Medicine for Cancer,,,
NEW,No match found,387,google_scholar,Scdiva: Masked discrete diffusion for joint modeling of single-cell identity and expression,,,
NEW,No match found,388,google_scholar,"Literature-derived, context-aware gene regulatory networks improve biological predictions and mathem",,,
MERGE,Exact title match,88,google_scholar,Self-evolving artificial intelligence virtual cells: A closed-loop system from multi-scale modeling ,,openalex,Self-evolving artificial intelligence virtual cells: A closed-loop system from multi-scale modeling 
NEW,No match found,389,google_scholar,What topological and geometric structure do biological foundation models learn? Evidence from 141 hy,,,
NEW,No match found,390,google_scholar,Drug Discovery in the Era of Artificial Intelligence: From Target Identification to Clinical Trials,,,
NEW,No match found,391,google_scholar,JanusDNA: a powerful bi-directional hybrid DNA foundation model,,,
NEW,No match found,392,google_scholar,GSFM: A gene set foundation model pre-trained on a massive collection of diverse gene sets,,,
NEW,No match found,393,google_scholar,Virtual cell construction for artificial intelligence‐driven drug discovery,,,
NEW,No match found,394,google_scholar,PerturbAgent: An Agentic AI system for Analysis and Prediction of Genetic Perturbations,,,
NEW,No match found,395,google_scholar,Computational modelling of cell identity,,,
NEW,No match found,396,google_scholar,OMICX: An AI-powered web platform for integrative analysis of multi-condition single-cell transcript,,,
NEW,No match found,397,google_scholar,GenePT Revisited: Do Better Text Embeddings Make Better Gene Embeddings?,,,
NEW,No match found,398,google_scholar,ConvergeCELL: An end-to-end platform from patient transcriptomics to therapeutic hypotheses,,,
NEW,No match found,399,google_scholar,scAgent: Agentic Universal Single-Cell Annotation,,,
NEW,No match found,400,google_scholar,iS2C2: a cointelligent platform for mechanistic discovery of disease cellular crosstalk,,,
NEW,No match found,401,google_scholar,ChatMDV: Reducing Technical Barriers in Bioinformatics Analysis using Large Language Models,,,
NEW,No match found,402,google_scholar,Protein foundation models: a comprehensive survey,,,
NEW,No match found,403,google_scholar,A transformer-based language model reveals developmental constraint and network complexity during ze,,,
NEW,No match found,404,google_scholar,Learning Perturbation Effects Through Contrastive Alignment of Multimodal Biological Embeddings,,,
NEW,No match found,405,google_scholar,MAMMAL-Molecular Aligned Multi-Modal Architecture and Language for biomedical discovery,,,
NEW,No match found,406,google_scholar,Discovery of predictive biomarkers for cancer therapy through computational approaches,,,
NEW,No match found,407,google_scholar,Conditional Single-Cell RNA Generation: A Decoder Model and A Benchmark of Generative Models,,,
NEW,No match found,408,google_scholar,How Post-Training Shapes Biological Reasoning Models,,,
NEW,No match found,409,google_scholar,Artificial intelligence models: transforming early diagnosis and precise treatment of gastrointestin,,,
NEW,No match found,410,google_scholar,AssayBench: An Assay-Level Virtual Cell Benchmark for LLMs and Agents,,,
NEW,No match found,411,google_scholar,"AI-Powered Synthetic Biology: Current Situation, Challenges, and Future Perspectives",,,
NEW,No match found,412,google_scholar,"A Survey of Single-Cell Clustering Methods Based on Encoder Types: Embedded, Topological, and Multi-",,,
NEW,No match found,413,google_scholar,"Does Scale Make Them Smarter? Scaling Laws, Emergent Abilities, and the Limits of Single-Cell Founda",,,
NEW,No match found,414,google_scholar,MGM as a Large‐Scale Pretrained Foundation Model for Microbiome Analyses in Diverse Contexts,,,
NEW,No match found,415,google_scholar,Heartbeats and hidden codes: Decoding cardiac aging with multi-omics and computational approaches,,,
NEW,No match found,416,google_scholar,"Imaging-anchored multiomics in cardiovascular disease: integrating cardiac imaging, bulk, single-cel",,,
NEW,No match found,417,google_scholar,Benchmarking algorithms for generalizable single-cell perturbation response prediction,,,
NEW,No match found,418,google_scholar,Foundation models meet medical image interpretation,,,
NEW,No match found,419,google_scholar,Taking The Easy Way Out: When Single-Cell Foundation Models Learn Shortcuts Instead of Biology,,,
NEW,No match found,420,google_scholar,Cross-species plant single-cell analysis: community challenges and shared solutions,,,
NEW,No match found,421,google_scholar,stMCP: spatial transcriptomics with a model context protocol server,,,
NEW,No match found,422,google_scholar,A six-tiered framework for evaluating AI models from repeatability to replaceability,,,
NEW,No match found,423,google_scholar,OmicClaw: executable and reproducible natural-language multi-omics analysis over the unified OmicVer,,,
NEW,No match found,424,google_scholar,Hiding in Plain Sight: Visible Gene Correlations Undermine Single-Cell Representations,,,
NEW,No match found,425,google_scholar,"Benchmarking cell type annotation in spatial transcriptomics: resolving cellular hierarchies, biolog",,,
NEW,No match found,426,google_scholar,Heartbeats and Hidden Codes: Decoding Cardiac Aging with Multi‑Omics and AI,,,
NEW,No match found,427,google_scholar,Toward the Programmable Cell: Future Directions in Biological Artificial Intelligence,,,
NEW,No match found,428,google_scholar,PRESCRIBE: Predicting Single-Cell Responses with Bayesian Estimation,,,
NEW,No match found,429,google_scholar,OCOO-T: A Simple and Scalable Virtual Cell Model for Transcriptional Perturbation Response Predictio,,,
NEW,No match found,430,google_scholar,DOGMA: Weaving Structural Information into Data-centric Single-cell Transcriptomics Analysis,,,
NEW,No match found,431,google_scholar,Artificial intelligence for multiscale mechanobiology,,,
NEW,No match found,432,google_scholar,Clonal Metamorphosis: Deconstructing MPN Evolution with Single-Cell and Spatial Multi-Omics,,,
NEW,No match found,433,google_scholar,A Transcriptomic Benchmark for Foundation Models in Immunology and Inflammation Drug Development,,,
NEW,No match found,434,google_scholar,Deciphering immune-inflammatory dysregulation in the endometriotic microenvironment: insights from s,,,
NEW,No match found,435,google_scholar,ORBIT: Learning Gene Program Co-Activation Structure for Cell-Type-Stratified Pathway Rewiring Analy,,,
