record_id,old_configuration_id,current_configuration_id,mapping_status,supporting_primary_routes,mean_route_score,old_split_degree,current_merge_degree,old_route_count,current_route_count,old_lifecycle_phase,current_lifecycle_phase,old_task,current_task
full_2026-07-06__rec_003008,config_1e7afbce27ee,,old_only_unmapped,0,,,,1,0,evaluation,,VCWorld,
full_2026-07-06__rec_003008,config_4550286d6bd2,,old_only_unmapped,0,,,,1,0,inference,,encode this text with OpenAI TEXT-EMBEDDING-ADA-002 [27],
full_2026-07-06__rec_003008,config_56da1ef4916e,config_223be17f91fd,route_supported_mapping,1,0.733258,1,1,1,1,evaluation,evaluation,5-shot CMMLU,CMMLU benchmark
full_2026-07-06__rec_003008,config_744bb3fc93e7,config_1eacd39a4f7b,route_supported_mapping,1,0.729773,1,1,1,1,evaluation,evaluation,5-shot MMLU,MMLU benchmark
full_2026-07-06__rec_003008,config_76cc25be47a7,,old_only_unmapped,0,,,,1,0,evaluation,,GeneAgent benchmarks,
full_2026-07-06__rec_003008,config_9cf7c23e0b16,,old_only_unmapped,0,,,,1,0,inference,,single-cell multimodal integration,
full_2026-07-06__rec_003008,config_bfb7a83d4a76,,old_only_unmapped,0,,,,1,0,evaluation,,20 biomedical causal reasoning prompts covering NSCLC molecular mechanisms,
full_2026-07-06__rec_003008,config_d8c2f2febacc,,old_only_unmapped,0,,,,1,0,inference,,broad biological knowledge,
full_2026-07-06__rec_003008,config_ed5d4c0e8b9e,,old_only_unmapped,0,,,,1,0,inference,,gene embeddings,
full_2026-07-06__rec_003043,,config_1be2942b6999,current_only_unmapped,0,,,,0,1,,evaluation,,marker gene identification
full_2026-07-06__rec_003043,,config_dbaf35a033bb,current_only_unmapped,0,,,,0,1,,fine_tuning,,generation of descriptions for gene functions
full_2026-07-06__rec_003043,,config_dcbabd4d7ffe,current_only_unmapped,0,,,,0,1,,evaluation,,protein classification
full_2026-07-06__rec_003043,config_01d542a47a26,config_0f827720913c,route_supported_mapping,1,0.769373,1,1,1,1,evaluation,evaluation,Gene Function Description,gene function description
full_2026-07-06__rec_003043,config_335e971303c7,config_c4e1ebbb6016,route_supported_mapping,1,0.764124,1,1,1,1,evaluation,evaluation,Gene Function Description,gene function description
full_2026-07-06__rec_003043,config_38f2799e833a,config_293dd526689e,route_supported_mapping,1,0.766967,1,1,1,1,evaluation,evaluation,Gene Function Description,gene function description
full_2026-07-06__rec_003043,config_40e0e8e04024,,old_only_unmapped,0,,,,1,0,fine_tuning,,Marker Genes,
full_2026-07-06__rec_003043,config_5fdc1e13bd6a,,old_only_unmapped,0,,,,1,0,evaluation,,Gene Function Description,
full_2026-07-06__rec_003043,config_60b518582108,,old_only_unmapped,0,,,,1,0,fine_tuning,,Protein Classification,
full_2026-07-06__rec_003043,config_61f47a37056a,,old_only_unmapped,0,,,,1,0,evaluation,,Gene Function Description,
full_2026-07-06__rec_003043,config_863be55d8b39,,old_only_unmapped,0,,,,1,0,evaluation,,Gene Function Description,
full_2026-07-06__rec_003043,config_8ad84c485554,,old_only_unmapped,0,,,,1,0,evaluation,,Gene Function Description,
full_2026-07-06__rec_003043,config_8b52f5e53566,config_dab2b272adfe,route_supported_mapping,1,0.769373,1,1,1,1,evaluation,evaluation,Gene Function Description,gene function description
full_2026-07-06__rec_003043,config_ae4aa4725e0b,config_77a4478e9b26,route_supported_mapping,1,0.766967,1,1,1,1,evaluation,evaluation,Gene Function Description,gene function description
full_2026-07-06__rec_003043,config_bab52b077b6a,,old_only_unmapped,0,,,,1,0,evaluation,,Gene Function Description,
full_2026-07-06__rec_003043,config_bf49eaf9f34b,config_60ee7fa24e26,route_supported_mapping,1,0.771436,1,1,1,1,evaluation,evaluation,Gene Function Description,gene function description
full_2026-07-06__rec_003043,config_ebc010649eb9,,old_only_unmapped,0,,,,1,0,evaluation,,Gene Function Description,
full_2026-07-06__rec_003043,config_fc19c8e0471d,,old_only_unmapped,0,,,,1,0,evaluation,,Gene Function Description,
full_2026-07-06__rec_003131,config_0b753f2c024a,config_2e42258e0096,route_supported_mapping,1,0.901674,1,3,1,3,fine_tuning,fine_tuning,protein pathogenesis features,gene-protein-phenotype/disease contexts
full_2026-07-06__rec_003131,config_0e04c1ed51e4,config_0e04c1ed51e4,stable_id,1,0.932177,1,1,1,1,fine_tuning,fine_tuning,protein-function inferring,protein-function inferring
full_2026-07-06__rec_003131,config_1ddf2a69b29f,config_2e42258e0096,route_supported_mapping,1,0.918252,1,3,1,3,fine_tuning,fine_tuning,gene inheritance features,gene-protein-phenotype/disease contexts
full_2026-07-06__rec_003131,config_46e064a3c0d1,config_46e064a3c0d1,stable_id,1,0.880134,1,1,1,1,evaluation,evaluation,sentence completion tasks,sentence completion tasks
full_2026-07-06__rec_003131,config_4897976b13b9,config_4897976b13b9,stable_id,1,0.933499,1,1,1,1,fine_tuning,fine_tuning,gene-function inferring,gene-function inferring
full_2026-07-06__rec_003131,config_6ab9e1a99874,config_2e42258e0096,route_supported_mapping,1,0.89294,1,3,1,3,fine_tuning,fine_tuning,protein molecular features,gene-protein-phenotype/disease contexts
full_2026-07-06__rec_003131,config_6cc6101854b7,config_b915bb133de4,route_supported_mapping,1,0.932882,1,1,1,1,evaluation,evaluation,relation determination prompt,relation determination task
full_2026-07-06__rec_003131,config_aca3701fca9a,config_5d23996acb2c,route_supported_mapping,1,0.853843,1,1,2,1,evaluation,evaluation,question-answer instruction,question-answer tasks
full_2026-07-06__rec_003131,config_f7b784a19e96,config_d20ec823eb71,route_supported_mapping,1,0.807777,1,1,2,1,fine_tuning,fine_tuning,instruction mask training,instruction mask prediction fine-tuning
full_2026-07-06__rec_003188,,config_8efd4f36f07e,current_only_unmapped,0,,,,0,1,,fine_tuning,,conditional enhancer generation given promoter sequence and multimodal cellular context
full_2026-07-06__rec_003188,,config_a1b1aead09de,current_only_unmapped,0,,,,0,2,,pretraining,,aligning the multimodal cell context with the DNA token embedding
full_2026-07-06__rec_003188,,config_ac510554df83,current_only_unmapped,0,,,,0,2,,pretraining,,aligning the multimodal cell context with the DNA token embedding
full_2026-07-06__rec_003188,config_4c789f0e88dd,config_18304eae1e88,route_supported_mapping,1,0.680421,1,1,3,1,fine_tuning,fine_tuning,multimodal cell context instruction tuning for conditional promoter-enhancer generation,conditional enhancer generation given promoter sequence and multimodal cellular context
full_2026-07-06__rec_003206,,config_0575720b9f98,current_only_unmapped,0,,,,0,1,,inference,,generate cells from text prompts
full_2026-07-06__rec_003206,,config_66d3fd06527c,current_only_unmapped,0,,,,0,1,,pretraining,,Cell2Sentence transformation with biological metadata annotations
full_2026-07-06__rec_003206,,config_9ebf23b25393,current_only_unmapped,0,,,,0,1,,pretraining,,Cell2Sentence transformation
full_2026-07-06__rec_003206,,config_a38519ecf168,current_only_unmapped,0,,,,0,1,,pretraining,,Cell2Sentence transformation
full_2026-07-06__rec_003206,,config_b4e2ce033c22,current_only_unmapped,0,,,,0,1,,inference,,generate cells from text prompts
full_2026-07-06__rec_003206,,config_edc07f5d6e29,current_only_unmapped,0,,,,0,1,,pretraining,,Cell2Sentence transformation with biological metadata annotations
full_2026-07-06__rec_003206,config_160002c6652e,config_9434f2689e74,route_supported_mapping,1,0.818107,1,1,1,1,unclear,inference,Conditional cell sentence generation: generate a sequence of 100 genes given a specific cell type label.,generate a sequence of 100 genes given a specific cell type label
full_2026-07-06__rec_003206,config_62cef42e051c,config_344f483c8b5d,route_supported_mapping,1,0.686819,1,1,2,1,inference,inference,Cell type prediction: generate a cell type label following a provided sequence of 100 genes.,generate a cell type label following a provided sequence of 100 genes
full_2026-07-06__rec_003206,config_6526be4a3345,config_ee0bdb70b269,route_supported_mapping,1,0.700212,1,1,1,1,unclear,inference,Unconditional cell sentence generation: produce a sequence of 100 genes without any prescribed cell type label.,produce a sequence of 100 genes without any prescribed cell type label
full_2026-07-06__rec_003206,config_6c52fec29fc2,config_4a11406ae46f,route_supported_mapping,1,0.818107,1,1,1,1,unclear,inference,Conditional cell sentence generation: generate a sequence of 100 genes given a specific cell type label.,generate a sequence of 100 genes given a specific cell type label
full_2026-07-06__rec_003206,config_8fa2af3abd61,config_e5cd43ffa358,route_supported_mapping,1,0.686819,1,1,2,1,inference,inference,Cell type prediction: generate a cell type label following a provided sequence of 100 genes.,generate a cell type label following a provided sequence of 100 genes
full_2026-07-06__rec_003206,config_c79851fe53dc,config_f40fb484227c,route_supported_mapping,1,0.700212,1,1,1,1,unclear,inference,Unconditional cell sentence generation: produce a sequence of 100 genes without any prescribed cell type label.,produce a sequence of 100 genes without any prescribed cell type label
full_2026-07-06__rec_003214,,config_4ee24c8d744b,current_only_unmapped,0,,,,0,1,,evaluation,,generating a text response given a specific molecule and a text query over its properties
full_2026-07-06__rec_003214,,config_6011f840729d,current_only_unmapped,0,,,,0,1,,evaluation,,generating a text response to a query about a given protein
full_2026-07-06__rec_003214,,config_7c579f0ae115,current_only_unmapped,0,,,,0,1,,fine_tuning,,training set of MedMCQA
full_2026-07-06__rec_003214,,config_93d6111bd0d4,current_only_unmapped,0,,,,0,1,,evaluation,,out-of-domain (OOD) evaluation on USMLE without additional fine-tuning on its training set
full_2026-07-06__rec_003214,config_044929049126,config_da25008dc492,route_supported_mapping,1,0.862228,1,1,1,1,pretraining,pretraining,incremental training on large-scale biomedical literature,large-scale biomedical literature on top of Llama2-Chat-7B
full_2026-07-06__rec_003214,config_719c6f898940,config_d235dfa27fba,route_supported_mapping,1,0.733363,1,1,1,1,fine_tuning,fine_tuning,biomedical QA,training set of PubMedQA
full_2026-07-06__rec_003214,config_b645777bf1c3,config_805ccede2f3b,route_supported_mapping,1,0.70817,1,1,1,1,fine_tuning,fine_tuning,Please describe the molecule.,answering questions with regard to a given molecule
full_2026-07-06__rec_003214,config_b7149cd3af1e,config_9f390f3de96c,route_supported_mapping,1,0.655956,1,1,1,1,fine_tuning,fine_tuning,"questions with regard to functions, official names, protein families, and sub-cellular locations",answering questions with regard to a given protein
full_2026-07-06__rec_003323,,config_fe46364f26ee,current_only_unmapped,0,,,,0,2,,fine_tuning,,caption summary
full_2026-07-06__rec_003323,config_035394db1a14,,old_only_unmapped,0,,,,1,0,evaluation,,caption summary,
full_2026-07-06__rec_003323,config_33503e318136,config_6a1be0cac103,route_supported_mapping,1,0.683035,2,1,4,2,inference,inference,self-corrector,self-verification/correction pipeline
full_2026-07-06__rec_003323,config_33503e318136,config_a7d6fa3454ba,route_supported_mapping,1,0.690002,2,1,4,1,inference,inference,self-corrector,self-correction
full_2026-07-06__rec_003323,config_96c97dcad06f,,old_only_unmapped,0,,,,1,0,fine_tuning,,caption summary,
full_2026-07-06__rec_003323,config_b027406e05b4,config_3c89875f2614,route_supported_mapping,2,0.714429,1,1,3,2,evaluation,inference,Pathology VQA,Pathology VQA
full_2026-07-06__rec_003323,config_c72165d7e8d7,config_72100b5b5b86,route_supported_mapping,2,0.74552,1,1,2,2,fine_tuning,fine_tuning,cross-modality generation,spatial transcriptomic profile generation
full_2026-07-06__rec_003323,config_cfe279ebe700,,old_only_unmapped,0,,,,1,0,fine_tuning,,task-sensitive routing,
full_2026-07-06__rec_003323,config_d1d02877d027,,old_only_unmapped,0,,,,5,0,inference,,reason corrector,
full_2026-07-06__rec_003323,config_e721d10068d4,config_f8beb1aa7e3d,route_supported_mapping,1,0.72022,1,1,4,1,inference,inference,self-verifier,self-verification
full_2026-07-06__rec_003394,,config_0224cca50a71,current_only_unmapped,0,,,,0,1,,evaluation,,"bacterial functional-sequence sub-classification, including ARGs and VGs"
full_2026-07-06__rec_003394,,config_1461dc56551a,current_only_unmapped,0,,,,0,1,,evaluation,,pathogenic virus detection task
full_2026-07-06__rec_003394,,config_2e7a71d91547,current_only_unmapped,0,,,,0,1,,fine_tuning,,question-answer (QA) paradigm
full_2026-07-06__rec_003394,,config_39587c399935,current_only_unmapped,0,,,,0,1,,fine_tuning,,cell-free RNA sequences of pancreas patients and normal persons
full_2026-07-06__rec_003394,,config_5186cec1eb6f,current_only_unmapped,0,,,,0,1,,evaluation,,PAS signal
full_2026-07-06__rec_003394,,config_639fb82cda96,current_only_unmapped,0,,,,0,1,,evaluation,,"bacteria taxonomy classification tasks related to class, family, order, and phylum"
full_2026-07-06__rec_003394,,config_70f4f57394af,current_only_unmapped,0,,,,0,1,,evaluation,,human DNA element identification
full_2026-07-06__rec_003394,,config_75afefd4f701,current_only_unmapped,0,,,,0,1,,evaluation,,methylated region detection tasks
full_2026-07-06__rec_003394,,config_7a991b79e1f1,current_only_unmapped,0,,,,0,1,,evaluation,,gRNA off-target detection
full_2026-07-06__rec_003394,,config_8039ce04100c,current_only_unmapped,0,,,,0,1,,evaluation,,species detection tasks
full_2026-07-06__rec_003394,,config_8b8affa3bd0c,current_only_unmapped,0,,,,0,1,,evaluation,,host specificity prediction
full_2026-07-06__rec_003394,,config_8bc02888dd08,current_only_unmapped,0,,,,0,1,,evaluation,,TIS signal
full_2026-07-06__rec_003394,,config_9876f232b0a8,current_only_unmapped,0,,,,0,1,,evaluation,,chromatin feature prediction
full_2026-07-06__rec_003394,,config_9bedfa97352f,current_only_unmapped,0,,,,0,1,,evaluation,,pathogenic variation detection tasks
full_2026-07-06__rec_003394,,config_a35fa6d72c9f,current_only_unmapped,0,,,,0,1,,evaluation,,splice site detection
full_2026-07-06__rec_003394,,config_c18674ca7394,current_only_unmapped,0,,,,0,1,,evaluation,,non-B DNA structure classification
full_2026-07-06__rec_003394,,config_e8c9ec743ff0,current_only_unmapped,0,,,,0,1,,evaluation,,TF occupation
full_2026-07-06__rec_003394,config_0715d191413b,,old_only_unmapped,0,,,,3,0,fine_tuning,,23 tasks in a multitask framework,
full_2026-07-06__rec_003394,config_19b05e7c85c9,config_19b05e7c85c9,stable_id,1,0.93492,1,1,1,1,evaluation,evaluation,saturation mutation analysis,saturation mutation analysis
full_2026-07-06__rec_003394,config_2c1c6cc4413b,config_67c7221374cf,route_supported_mapping,2,0.808728,1,1,3,2,pretraining,pretraining,self-supervised generative pre-training on the NT database,sequence data with textual annotations as feature-ordered input
full_2026-07-06__rec_003394,config_c1b046f46613,config_c1b046f46613,stable_id,1,0.858084,1,1,1,1,inference,inference,sequence-only inputs,sequence-only inputs
full_2026-07-06__rec_003434,,config_25be667e6a30,current_only_unmapped,0,,,,0,1,,fine_tuning,,multi-mutant lifespan prediction
full_2026-07-06__rec_003434,config_02463c1a6545,config_02463c1a6545,stable_id,1,0.772197,1,1,1,1,fine_tuning,fine_tuning,pairwise feature importance comparisons derived from published clock coefficients,pairwise feature importance comparisons derived from published clock coefficients
full_2026-07-06__rec_003434,config_10c336694bbd,config_930eb89cb323,route_supported_mapping,1,0.686812,1,1,1,1,fine_tuning,fine_tuning,"age regression, classification, pairwise comparison, and protein profile generation tasks","age regression, classification, and pairwise comparison tasks"
full_2026-07-06__rec_003434,config_1d06f5173961,,old_only_unmapped,0,,,,1,0,evaluation,,holdout age prediction after SFT and RFT,
full_2026-07-06__rec_003434,config_240bbe5c569c,,old_only_unmapped,0,,,,1,0,evaluation,,binary survival comparison,
full_2026-07-06__rec_003434,config_2e3b11726606,,old_only_unmapped,0,,,,1,0,fine_tuning,,post-RFT age prediction,
full_2026-07-06__rec_003434,config_3653b5515290,,old_only_unmapped,0,,,,1,0,evaluation,,predict the 25 most abundant plasma proteins from a partial Olink profile conditioned on age and sex,
full_2026-07-06__rec_003434,config_425457abb65a,config_657f6e97f266,route_supported_mapping,1,0.748369,1,1,1,1,fine_tuning,fine_tuning,TCGA cancer survival comparisons,cancer survival comparisons
full_2026-07-06__rec_003434,config_4ccb1980ae00,config_4ccb1980ae00,stable_id,1,0.792382,1,1,1,1,fine_tuning,fine_tuning,age regression,age regression
full_2026-07-06__rec_003434,config_68907778cf53,,old_only_unmapped,0,,,,1,0,evaluation,,pairwise age comparisons,
full_2026-07-06__rec_003434,config_764e255eed9d,config_5d9aa28db19f,route_supported_mapping,1,0.753464,1,1,1,1,fine_tuning,fine_tuning,protein profile generation,protein profile generation conditioned on age and sex
full_2026-07-06__rec_003434,config_7c240902e153,config_ca725f9d2b5b,route_supported_mapping,1,0.675663,1,1,1,1,fine_tuning,fine_tuning,age prediction from gene expression profiles,age prediction from gene expression profiles and pairwise tissue age comparisons
full_2026-07-06__rec_003434,config_7d5d6b6e63dd,,old_only_unmapped,0,,,,1,0,fine_tuning,,pairwise tissue age comparisons,
full_2026-07-06__rec_003434,config_852e24aa6ad3,,old_only_unmapped,0,,,,1,0,fine_tuning,,teaching the biological significance and genomic annotation of individual CpG sites,
full_2026-07-06__rec_003434,config_8ff7097c2880,,old_only_unmapped,0,,,,1,0,evaluation,,"binary, pairwise, multiclass, and regression mortality tasks",
full_2026-07-06__rec_003434,config_96d55f31f26e,config_96d55f31f26e,stable_id,1,0.748196,1,1,1,1,fine_tuning,fine_tuning,"age prediction, mortality classification, and time-to-event tasks in multiple prompt formats","age prediction, mortality classification, and time-to-event tasks in multiple prompt formats"
full_2026-07-06__rec_003434,config_e516832d189e,config_e516832d189e,stable_id,1,0.876245,1,1,1,1,fine_tuning,fine_tuning,annotated CpG panels with genomic and pathway-level reasoning traces,annotated CpG panels with genomic and pathway-level reasoning traces
full_2026-07-06__rec_003434,config_ef84acb1d7e5,,old_only_unmapped,0,,,,1,0,evaluation,,holdout age prediction,
full_2026-07-06__rec_003434,config_f226209f0ded,,old_only_unmapped,0,,,,1,0,evaluation,,pairwise proteomic aging comparisons,
full_2026-07-06__rec_003517,,config_1f75484a3514,current_only_unmapped,0,,,,0,4,,evaluation,,"291 Test Perturbations, 2 Donors, 3 Contexts"
full_2026-07-06__rec_003517,,config_2088ccbdb12b,current_only_unmapped,0,,,,0,1,,fine_tuning,,incorporated ligand information via cross-attention using the Parse-1M dataset
full_2026-07-06__rec_003517,,config_21f1208a7750,current_only_unmapped,0,,,,0,2,,evaluation,,generalization beyond cell lines to primary human cells; evaluated on primary CD4+ T cells across two donors in resting and stimulated states (8 and 48 hours post CD3/CD28 stimulation)
full_2026-07-06__rec_003517,,config_3830c0dbaadd,current_only_unmapped,0,,,,0,1,,evaluation,,"few-shot setup where perturbations are available in multiple cell types, and a proportion of perturbations in one cell type is held out for testing"
full_2026-07-06__rec_003517,,config_42bb192bb897,current_only_unmapped,0,,,,0,1,,evaluation,,holding out an entire cell type (Melanocyte Progenitors)
full_2026-07-06__rec_003517,,config_4b359f05620b,current_only_unmapped,0,,,,0,1,,pretraining,,X-Cell scales from 55M parameters to 4.9B parameters
full_2026-07-06__rec_003517,,config_5415060bbfb1,current_only_unmapped,0,,,,0,1,,pretraining,,continually pre-trained on the X-Atlas/Pisces perturbation corpus spanning four cell types
full_2026-07-06__rec_003517,,config_5b99f9b9b132,current_only_unmapped,0,,,,0,1,,fine_tuning,,fine-tuned on Parse-1M to benchmark performance on highly variable genes
full_2026-07-06__rec_003517,,config_63c0863f768c,current_only_unmapped,0,,,,0,2,,inference,,predict drug-induced expression responses
full_2026-07-06__rec_003517,,config_6ed4f4895086,current_only_unmapped,0,,,,0,1,,evaluation,,held-out genes from the HepG2 cell line
full_2026-07-06__rec_003517,,config_7350e5ff691d,current_only_unmapped,0,,,,0,1,,evaluation,,primary human CD4 + T cells across donors and stimulation states with Test Time Adaptation
full_2026-07-06__rec_003517,,config_83ceba3558a5,current_only_unmapped,0,,,,0,1,,fine_tuning,,fine-tuned on the Replogle-Nadig dataset
full_2026-07-06__rec_003517,,config_91179db657f9,current_only_unmapped,0,,,,0,1,,evaluation,,On the held-out iPSC-200 perturbations
full_2026-07-06__rec_003517,,config_af51668f2836,current_only_unmapped,0,,,,0,1,,pretraining,,predict perturbed cell states from control cell sets
full_2026-07-06__rec_003517,,config_b43e16861123,current_only_unmapped,0,,,,0,1,,fine_tuning,,fine-tuning the model on the Replogle-Nadig dataset
full_2026-07-06__rec_003517,,config_d2acf290f10d,current_only_unmapped,0,,,,0,1,,evaluation,,extrapolating to primary cells (Human Primary T Cells)
full_2026-07-06__rec_003517,,config_d3c63587fdeb,current_only_unmapped,0,,,,0,1,,pretraining,,incorporated morphological embeddings derived from the JUMP Cell Painting dataset
full_2026-07-06__rec_003517,,config_d58a50cbf3a9,current_only_unmapped,0,,,,0,1,,evaluation,,held-out entire cell type with Test Time Adaptation on unseen melanocyte progenitors
full_2026-07-06__rec_003517,,config_f19dfc5333f7,current_only_unmapped,0,,,,0,1,,evaluation,,evaluating on distinct cell lines with chemical perturbations (Tahoe Subset) without observing perturbations in the test context
full_2026-07-06__rec_003517,config_192dcb53f1dc,,old_only_unmapped,0,,,,1,0,inference,,zero-shot prediction of inhibitor drug perturbations,
full_2026-07-06__rec_003517,config_25b44bfddc14,,old_only_unmapped,0,,,,1,0,pretraining,,scale X-Cell to 4.9 billion parameters,
full_2026-07-06__rec_003517,config_3498c03096e4,config_ccd0df06e096,route_supported_mapping,5,0.820197,1,1,6,5,pretraining,pretraining,cross-attention to prior knowledge,cross-attention to prior knowledge embeddings
full_2026-07-06__rec_003517,config_447e5ccbcad9,,old_only_unmapped,0,,,,1,0,inference,,Zero-shot inference of T cell inactivating perturbations,
full_2026-07-06__rec_003517,config_4e448e7decfa,,old_only_unmapped,0,,,,1,0,fine_tuning,,test-time adaptation using control-to-control self-supervised learning,
full_2026-07-06__rec_003517,config_aa9a71340f84,,old_only_unmapped,0,,,,1,0,fine_tuning,,signaling perturbation prediction on Parse-1M,
full_2026-07-06__rec_003517,config_d3a4d1f91c23,,old_only_unmapped,0,,,,1,0,evaluation,,"predicting responses to 1,341 genetic perturbations",
full_2026-07-06__rec_003517,config_eda21340c409,,old_only_unmapped,0,,,,1,0,pretraining,,predict perturbed gene expression profiles from control cell populations,
full_2026-07-06__rec_003517,config_f581b831516e,,old_only_unmapped,0,,,,1,0,fine_tuning,,control-to-control self-supervised learning on unseen cell contexts,
full_2026-07-06__rec_003629,,config_00294700e76f,current_only_unmapped,0,,,,0,1,,evaluation,,fibrosis-associated transcriptional signature
full_2026-07-06__rec_003629,,config_0f9d4a1ed530,current_only_unmapped,0,,,,0,1,,evaluation,,KEAP1 CRISPR perturbation signature
full_2026-07-06__rec_003629,,config_6e4c1b523c8d,current_only_unmapped,0,,,,0,1,,evaluation,,novel compound test set
full_2026-07-06__rec_003629,,config_89156b119ca3,current_only_unmapped,0,,,,0,1,,evaluation,,prioritize GEMGen-generated molecules according to their likelihood of reproducing a given transcriptional signature
full_2026-07-06__rec_003629,,config_b70ac59a3848,current_only_unmapped,0,,,,0,1,,evaluation,,genetic perturbation test set
full_2026-07-06__rec_003629,,config_fca9663da8a4,current_only_unmapped,0,,,,0,1,,evaluation,,novel condition test set
full_2026-07-06__rec_003629,config_476693981c48,,old_only_unmapped,0,,,,1,0,fine_tuning,,instruction-response pair construction for gene descriptions,
full_2026-07-06__rec_003629,config_966e748fa315,config_966e748fa315,stable_id,1,0.756317,1,1,1,2,fine_tuning,fine_tuning,phenotype-guided compound generation task,phenotype-guided compound generation task
full_2026-07-06__rec_003629,config_9ae8bbcddea0,,old_only_unmapped,0,,,,1,0,fine_tuning,,instruction-response pair construction for cell type descriptions,
full_2026-07-06__rec_003629,config_ae19acdd8098,config_ae19acdd8098,stable_id,1,0.842201,1,1,1,2,fine_tuning,fine_tuning,compound-phenotype matching task,compound-phenotype matching task
full_2026-07-06__rec_003629,config_cdf9ec25402e,,old_only_unmapped,0,,,,1,0,evaluation,,compare conventional numerical differential expression analysis with GEMGen's language-model-derived representation learning,
full_2026-07-06__rec_003852,,config_86891985f771,current_only_unmapped,0,,,,0,1,,evaluation,,image-to-image generation
full_2026-07-06__rec_003852,config_0896ce673aa1,config_bb70a2a0cfb3,route_supported_mapping,1,0.772034,1,2,1,2,evaluation,evaluation,unpaired domain-conditioned pipeline built on MUPAD,virtual FF-to-FFPE conversion
full_2026-07-06__rec_003852,config_495998ddd520,config_3fe7fd0f96bb,route_supported_mapping,1,0.693039,1,1,1,1,fine_tuning,evaluation,virtual IHC staining from standard H&E slides,virtual IHC staining from standard H&E slides
full_2026-07-06__rec_003852,config_58a4152d59de,config_59a2ae1ec7a9,route_supported_mapping,1,0.833544,1,1,1,1,evaluation,evaluation,conditionally generating H&E images directly from ST profiles,conditional H&E generation from spatial transcriptomics data
full_2026-07-06__rec_003852,config_7e648f07a726,config_b763e4e5a76a,route_supported_mapping,2,0.745243,1,1,2,2,fine_tuning,evaluation,predicting mIF protein expression maps directly from H&E images,H&E-to-mIF image translation
full_2026-07-06__rec_003852,config_a3fcff8122e5,config_9d2e426482f8,route_supported_mapping,1,0.846402,1,1,1,1,pretraining,pretraining,1.6 million text-image pairs,1.6 million text-histology pairs
full_2026-07-06__rec_003852,config_cb9f43f8fc1d,config_2ed33cea1897,route_supported_mapping,1,0.75572,1,1,1,1,evaluation,evaluation,RNA-conditioned histology generation,RNA-to-image generation
full_2026-07-06__rec_003852,config_cc5faa61887d,config_586e97e174a5,route_supported_mapping,1,0.857062,1,1,1,1,pretraining,pretraining,10.8 million RNA-image pairs,10.8 million RNA-histology pairs
full_2026-07-06__rec_003852,config_dfa56cc0154a,config_dfa56cc0154a,stable_id,1,0.875851,1,1,1,1,evaluation,evaluation,zero-shot generation on 100K held-out captions from PathGen-1.6M,zero-shot generation on 100K held-out captions from PathGen-1.6M
full_2026-07-06__rec_003852,config_e0ed1867feb5,,old_only_unmapped,0,,,,1,0,pretraining,,approximately 100 million 512 × 512 patches at 20 × magnification,
full_2026-07-06__rec_003852,config_fb074d9e99a0,config_bb70a2a0cfb3,route_supported_mapping,1,0.729744,1,2,1,2,fine_tuning,evaluation,unpaired domain-conditioned pipeline built on MUPAD,virtual FF-to-FFPE conversion
full_2026-07-06__rec_003852,config_feb42d21b5de,,old_only_unmapped,0,,,,1,0,evaluation,,100K samples from HISTAI as references,
july_update_2026-07-06__rec_000050,config_04b947e1ebe2,config_04b947e1ebe2,stable_id,2,0.898718,1,1,2,2,fine_tuning,fine_tuning,protein function prediction,protein function prediction
july_update_2026-07-06__rec_000050,config_0a6978f55289,config_0a6978f55289,stable_id,1,0.859739,1,1,1,1,pretraining,pretraining,biology subset of FineFineWeb,biology subset of FineFineWeb
july_update_2026-07-06__rec_000050,config_2871ef8ef5f3,config_c5a701c45f25,route_supported_mapping,2,0.879996,1,1,2,2,fine_tuning,fine_tuning,drug target identification,target identification
july_update_2026-07-06__rec_000050,config_751632616ab0,config_751632616ab0,stable_id,1,0.89023,1,2,1,2,fine_tuning,fine_tuning,pathway prediction,pathway prediction
july_update_2026-07-06__rec_000050,config_8d48a7504099,config_751632616ab0,route_supported_mapping,1,0.895841,1,2,1,2,fine_tuning,fine_tuning,DNA experiments,pathway prediction
july_update_2026-07-06__rec_000050,config_af44afca2ea6,config_9283059da9db,route_supported_mapping,1,0.911561,1,1,1,2,fine_tuning,fine_tuning,variant effect prediction (VEP) on the coding non-SNV benchmark,variant effect prediction (VEP-Non-SNV)
july_update_2026-07-06__rec_000060,,config_16d90abf83e6,current_only_unmapped,0,,,,0,1,,evaluation,,"Cells with h ≤ 7 go to train, h =8 to validation, and h =9 to test."
july_update_2026-07-06__rec_000060,,config_524a6d1d5baa,current_only_unmapped,0,,,,0,1,,evaluation,,"Given a cell's gene expression profile, predict which tissue it came from (70 possible tissues, e.g., brain, blood, lung)."
july_update_2026-07-06__rec_000060,,config_5a979383a857,current_only_unmapped,0,,,,0,1,,evaluation,,Masked Gene Prediction (T0b)
july_update_2026-07-06__rec_000060,,config_62ac337f6f02,current_only_unmapped,0,,,,0,1,,pretraining,,Cells with h ≤ 7 go to train
july_update_2026-07-06__rec_000060,,config_6efefda4295d,current_only_unmapped,0,,,,0,1,,fine_tuning,,Stage-II KG-anchor training
july_update_2026-07-06__rec_000060,,config_84d290b9d158,current_only_unmapped,0,,,,0,1,,evaluation,,h =8 to validation
