record_id,old_route_id,current_route_id,score,accepted_by_rule,structural_core_equal,same_model_id,changed_controlled_fields,score_model_name,score_carrier_family,score_carrier_subtype,score_source_modality,score_lifecycle_phase,score_fusion_topology,score_text_role,score_source_object,score_model_visible_form,score_transformation_chain,score_task_or_configuration,score_route_label,score_evidence_quote,old_model_name,current_model_name,old_route_label,current_route_label,old_rank,current_rank,primary_assignment,split_candidate_degree,merge_candidate_degree
full_2026-07-06__rec_001889,route_58f30141089e,route_db10859c8abb,0.471955,False,False,True,source_modality;lifecycle_phase;fusion_topology;text_role,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.271605,0.258065,0.416667,0.245614,0.459016,0.40201,scMOBA,scMOBA,snATAC-seq gene-activity to scMOBA,human snRNA-seq aging clock,12,2,False,1,0
full_2026-07-06__rec_001889,route_58f30141089e,route_f1a7508064a3,0.657882,True,False,True,source_modality;fusion_topology;text_role,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.987013,0.258065,0.432432,0.764706,0.875,0.165517,scMOBA,scMOBA,snATAC-seq gene-activity to scMOBA,snATAC-seq gene activity score,1,1,True,1,1
full_2026-07-06__rec_001889,route_58f30141089e,route_fcd011353b68,0.560232,False,False,True,source_modality;fusion_topology;text_role,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.207792,0.552632,0.446429,0.428571,0.385965,0.30888,scMOBA,scMOBA,snATAC-seq gene-activity to scMOBA,spatial mask prediction,5,3,False,1,1
full_2026-07-06__rec_001889,route_90ded7207776,route_12d12f1ba884,0.576472,False,False,True,source_modality;fusion_topology;text_role,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.647887,0.26087,0.398148,0.297872,0.253968,0.252033,scMOBA,scMOBA,spatial transcriptome context to scMOBA,disease status inference,7,2,False,2,0
full_2026-07-06__rec_001889,route_90ded7207776,route_2837ee1774c1,0.489775,False,False,True,source_modality;lifecycle_phase;fusion_topology;text_role,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.485714,0.26087,0.398148,0.377358,0.202899,0.26009,scMOBA,scMOBA,spatial transcriptome context to scMOBA,snRNA-seq cell type annotation,10,3,False,2,0
full_2026-07-06__rec_001889,route_90ded7207776,route_3cfe128dfd30,0.583749,False,False,True,source_modality;fusion_topology;text_role,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.666667,0.26087,0.396552,0.37931,0.179104,0.334764,scMOBA,scMOBA,spatial transcriptome context to scMOBA,snRNA-seq expression profile,6,2,False,2,0
full_2026-07-06__rec_001889,route_90ded7207776,route_6c33fca90b79,0.585544,False,False,True,source_modality;fusion_topology;text_role,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.647887,0.26087,0.398148,0.533333,0.163934,0.252033,scMOBA,scMOBA,spatial transcriptome context to scMOBA,cell origin prediction,5,2,False,2,0
full_2026-07-06__rec_001889,route_90ded7207776,route_926edf3c6519,0.653289,True,True,True,fusion_topology;text_role,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.205128,0.56,0.510121,0.37931,0.6,0.17,scMOBA,scMOBA,spatial transcriptome context to scMOBA,spatial transcriptomics profile,2,1,False,2,1
full_2026-07-06__rec_001889,route_90ded7207776,route_b41e139a6df2,0.592789,False,False,True,lifecycle_phase;fusion_topology;text_role,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.307692,0.56,0.518519,0.340426,0.388889,0.292035,scMOBA,scMOBA,spatial transcriptome context to scMOBA,mouse spatial MERFISH aging clock,4,1,False,2,0
full_2026-07-06__rec_001889,route_90ded7207776,route_d741b667bdc9,0.551233,False,False,True,source_modality;fusion_topology;text_role,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.294118,0.409091,0.440367,0.367347,0.338462,0.198895,scMOBA,scMOBA,spatial transcriptome context to scMOBA,masked gene reconstruction,8,3,False,2,0
full_2026-07-06__rec_001889,route_90ded7207776,route_d9808b3f41b5,0.611825,False,False,True,lifecycle_phase;fusion_topology;text_role,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.430769,0.56,0.512195,0.377358,0.617284,0.192308,scMOBA,scMOBA,spatial transcriptome context to scMOBA,spatial transcriptome cell type annotation,3,1,False,2,0
full_2026-07-06__rec_001889,route_90ded7207776,route_db10859c8abb,0.468148,False,False,True,source_modality;lifecycle_phase;fusion_topology;text_role,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.253165,0.26087,0.48,0.340426,0.272727,0.267606,scMOBA,scMOBA,spatial transcriptome context to scMOBA,human snRNA-seq aging clock,11,3,False,2,0
full_2026-07-06__rec_001889,route_90ded7207776,route_f1a7508064a3,0.543419,False,False,True,source_modality;fusion_topology;text_role,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.266667,0.26087,0.396552,0.37931,0.434783,0.334764,scMOBA,scMOBA,spatial transcriptome context to scMOBA,snATAC-seq gene activity score,9,3,False,2,1
full_2026-07-06__rec_001889,route_90ded7207776,route_fcd011353b68,0.786239,True,True,True,fusion_topology;text_role,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.933333,0.56,0.521368,1.0,0.387097,0.673267,scMOBA,scMOBA,spatial transcriptome context to scMOBA,spatial mask prediction,1,1,True,2,1
full_2026-07-06__rec_002049,route_4a2958b5f9d4,route_9d7c941595fc,0.591852,False,False,True,source_modality;lifecycle_phase;text_role,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.424242,0.696429,0.669951,0.457143,0.333333,0.060976,BIOVERSE,BIOVERSE,scRNA-seq profile to BIOVERSE,protein sequence to free-text protein description,3,4,False,1,3
full_2026-07-06__rec_002049,route_4a2958b5f9d4,route_b7fbc161d721,0.65263,True,False,True,source_modality;lifecycle_phase;text_role,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.772727,0.545455,0.626609,1.0,0.516854,0.058824,BIOVERSE,BIOVERSE,scRNA-seq profile to BIOVERSE,PBMC10K scRNA-seq profile to generative cell-type annotation,1,1,True,1,1
full_2026-07-06__rec_002049,route_4a2958b5f9d4,route_d58aa4c7d1dd,0.630458,False,False,True,source_modality;lifecycle_phase;text_role,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.772727,0.742857,0.726257,0.046512,0.641975,0.082707,BIOVERSE,BIOVERSE,scRNA-seq profile to BIOVERSE,scRNA-seq profile to projected BIO soft-token prompt,2,3,False,1,1
full_2026-07-06__rec_002049,route_6ab03339ce54,route_595dcf1b86f3,0.659059,True,False,True,lifecycle_phase;fusion_topology;text_role,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.576923,0.504348,0.096774,0.609756,0.00597,BIOVERSE,BIOVERSE,SMILES string to BIOVERSE via ChemBERTa,SMILES string to contrastive text alignment,3,3,False,3,4
full_2026-07-06__rec_002049,route_6ab03339ce54,route_c4cd401ae46b,0.737078,True,False,True,lifecycle_phase;text_role,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.654545,0.708134,0.096774,0.551724,0.007495,BIOVERSE,BIOVERSE,SMILES string to BIOVERSE via ChemBERTa,SMILES string to projected BIO soft-token prompt,2,3,False,3,4
full_2026-07-06__rec_002049,route_6ab03339ce54,route_fad8a3478784,0.776461,True,False,True,lifecycle_phase;text_role,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.598291,0.663462,1.0,0.493506,0.083333,BIOVERSE,BIOVERSE,SMILES string to BIOVERSE via ChemBERTa,SMILES string to molecular description,1,2,False,3,4
full_2026-07-06__rec_002049,route_71d2f5a9a1d0,route_8b4b2de14039,0.596311,False,False,True,source_modality;lifecycle_phase;fusion_topology;text_role,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.582524,0.50655,0.571429,0.627907,0.066667,BIOVERSE,BIOVERSE,protein sequence to BIOVERSE via ESM2-8M,protein sequence to contrastive text alignment,3,6,False,2,1
full_2026-07-06__rec_002049,route_71d2f5a9a1d0,route_9d7c941595fc,0.692252,True,False,True,source_modality;lifecycle_phase;text_role,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.603448,0.666667,0.884615,0.494382,0.357043,BIOVERSE,BIOVERSE,protein sequence to BIOVERSE via ESM2-8M,protein sequence to free-text protein description,1,2,True,2,3
full_2026-07-06__rec_002049,route_71d2f5a9a1d0,route_c61f8f6a5c1e,0.674375,True,False,True,source_modality;lifecycle_phase;text_role,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.66055,0.711538,0.571429,0.571429,0.065359,BIOVERSE,BIOVERSE,protein sequence to BIOVERSE via ESM2-8M,protein sequence to projected BIO soft-token prompt,2,3,False,2,3
full_2026-07-06__rec_002049,route_7af06ab500ec,route_4224ba560f81,0.628468,False,False,True,source_modality;fusion_topology,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.530612,0.666667,0.476596,0.057143,0.366667,0.022727,BIOVERSE,BIOVERSE,CellxGene pseudo-bulk RNA to BIOVERSE alignment with cell/tissue metadata,scRNA-seq profile to contrastive text alignment,4,1,False,1,0
full_2026-07-06__rec_002049,route_7af06ab500ec,route_8b4b2de14039,0.609465,False,False,True,source_modality;fusion_topology,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.315789,0.666667,0.5,0.178218,0.336134,0.022727,BIOVERSE,BIOVERSE,CellxGene pseudo-bulk RNA to BIOVERSE alignment with cell/tissue metadata,protein sequence to contrastive text alignment,5,2,False,1,1
full_2026-07-06__rec_002049,route_7af06ab500ec,route_b7fbc161d721,0.584434,False,False,True,source_modality;lifecycle_phase;text_role,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.530612,0.545455,0.553846,0.440367,0.37594,0.012821,BIOVERSE,BIOVERSE,CellxGene pseudo-bulk RNA to BIOVERSE alignment with cell/tissue metadata,PBMC10K scRNA-seq profile to generative cell-type annotation,7,2,False,1,1
full_2026-07-06__rec_002049,route_7af06ab500ec,route_c4cd401ae46b,0.628927,False,False,True,source_modality;text_role,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.228571,0.742857,0.683983,0.244898,0.231405,0.060811,BIOVERSE,BIOVERSE,CellxGene pseudo-bulk RNA to BIOVERSE alignment with cell/tissue metadata,SMILES string to projected BIO soft-token prompt,3,6,False,1,4
full_2026-07-06__rec_002049,route_7af06ab500ec,route_c61f8f6a5c1e,0.635891,False,False,True,source_modality;text_role,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.315789,0.742857,0.683983,0.178218,0.225806,0.060811,BIOVERSE,BIOVERSE,CellxGene pseudo-bulk RNA to BIOVERSE alignment with cell/tissue metadata,protein sequence to projected BIO soft-token prompt,2,4,False,1,3
full_2026-07-06__rec_002049,route_7af06ab500ec,route_d58aa4c7d1dd,0.650701,True,False,True,source_modality;text_role,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.530612,0.742857,0.621359,0.028571,0.256,0.060606,BIOVERSE,BIOVERSE,CellxGene pseudo-bulk RNA to BIOVERSE alignment with cell/tissue metadata,scRNA-seq profile to projected BIO soft-token prompt,1,1,False,1,1
full_2026-07-06__rec_002049,route_af9799d5cf64,route_595dcf1b86f3,0.800153,True,True,True,fusion_topology,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.576923,0.497817,0.5,0.568807,0.071429,BIOVERSE,BIOVERSE,SMILES string to BIOVERSE alignment for SMILES-to-IUPAC conversion,SMILES string to contrastive text alignment,2,1,False,3,4
full_2026-07-06__rec_002049,route_af9799d5cf64,route_8b4b2de14039,0.601453,False,False,True,source_modality;fusion_topology,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.275862,0.576923,0.497817,0.169492,0.392857,0.071429,BIOVERSE,BIOVERSE,SMILES string to BIOVERSE alignment for SMILES-to-IUPAC conversion,protein sequence to contrastive text alignment,6,3,False,3,1
full_2026-07-06__rec_002049,route_af9799d5cf64,route_c4cd401ae46b,0.828915,True,True,True,text_role,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.654545,0.701923,0.5,0.491228,0.105634,BIOVERSE,BIOVERSE,SMILES string to BIOVERSE alignment for SMILES-to-IUPAC conversion,SMILES string to projected BIO soft-token prompt,1,1,True,3,4
full_2026-07-06__rec_002049,route_af9799d5cf64,route_fad8a3478784,0.745953,True,False,True,lifecycle_phase;text_role,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.598291,0.657005,0.275862,0.538462,0.20339,BIOVERSE,BIOVERSE,SMILES string to BIOVERSE alignment for SMILES-to-IUPAC conversion,SMILES string to molecular description,3,4,False,3,4
full_2026-07-06__rec_002049,route_b7e0652374fc,route_595dcf1b86f3,0.658876,True,False,True,lifecycle_phase;fusion_topology;text_role,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.576923,0.504348,0.096774,0.607595,0.003003,BIOVERSE,BIOVERSE,SMILES string to BIOVERSE via MAMMAL,SMILES string to contrastive text alignment,3,4,False,3,4
full_2026-07-06__rec_002049,route_b7e0652374fc,route_c4cd401ae46b,0.736955,True,False,True,lifecycle_phase;text_role,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.654545,0.708134,0.096774,0.547619,0.007514,BIOVERSE,BIOVERSE,SMILES string to BIOVERSE via MAMMAL,SMILES string to projected BIO soft-token prompt,2,4,False,3,4
full_2026-07-06__rec_002049,route_b7e0652374fc,route_fad8a3478784,0.777364,True,False,True,lifecycle_phase;text_role,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.598291,0.663462,1.0,0.513514,0.090909,BIOVERSE,BIOVERSE,SMILES string to BIOVERSE via MAMMAL,SMILES string to molecular description,1,1,True,3,4
full_2026-07-06__rec_002049,route_c2d2c8175ce3,route_4224ba560f81,0.592803,False,False,True,source_modality;fusion_topology,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2,0.576923,0.518868,0.190476,0.415094,0.003021,BIOVERSE,BIOVERSE,SMILES string to BIOVERSE alignment for molecule captioning,scRNA-seq profile to contrastive text alignment,7,3,False,3,0
full_2026-07-06__rec_002049,route_c2d2c8175ce3,route_595dcf1b86f3,0.77971,True,True,True,fusion_topology,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.576923,0.497817,0.122449,0.607843,0.003021,BIOVERSE,BIOVERSE,SMILES string to BIOVERSE alignment for molecule captioning,SMILES string to contrastive text alignment,2,2,True,3,4
full_2026-07-06__rec_002049,route_c2d2c8175ce3,route_c4cd401ae46b,0.8079,True,True,True,text_role,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.654545,0.701923,0.122449,0.542056,0.014085,BIOVERSE,BIOVERSE,SMILES string to BIOVERSE alignment for molecule captioning,SMILES string to projected BIO soft-token prompt,1,2,False,3,4
full_2026-07-06__rec_002049,route_c2d2c8175ce3,route_fad8a3478784,0.776418,True,False,True,lifecycle_phase;text_role,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.598291,0.657005,0.627451,0.639175,0.45,BIOVERSE,BIOVERSE,SMILES string to BIOVERSE alignment for molecule captioning,SMILES string to molecular description,3,3,False,3,4
full_2026-07-06__rec_002049,route_ccd88e070652,route_8b4b2de14039,0.596532,False,False,True,source_modality;lifecycle_phase;fusion_topology;text_role,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.582524,0.50655,0.571429,0.635294,0.066667,BIOVERSE,BIOVERSE,protein sequence to BIOVERSE via MAMMAL,protein sequence to contrastive text alignment,3,5,False,2,1
full_2026-07-06__rec_002049,route_ccd88e070652,route_9d7c941595fc,0.692421,True,False,True,source_modality;lifecycle_phase;text_role,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.603448,0.666667,0.884615,0.5,0.357043,BIOVERSE,BIOVERSE,protein sequence to BIOVERSE via MAMMAL,protein sequence to free-text protein description,1,1,False,2,3
full_2026-07-06__rec_002049,route_ccd88e070652,route_b7fbc161d721,0.560184,False,False,True,source_modality;lifecycle_phase;text_role,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.325581,0.489796,0.616034,0.46875,0.282828,0.044586,BIOVERSE,BIOVERSE,protein sequence to BIOVERSE via MAMMAL,PBMC10K scRNA-seq profile to generative cell-type annotation,7,3,False,2,1
full_2026-07-06__rec_002049,route_ccd88e070652,route_c61f8f6a5c1e,0.674565,True,False,True,source_modality;lifecycle_phase;text_role,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.66055,0.711538,0.571429,0.577778,0.065359,BIOVERSE,BIOVERSE,protein sequence to BIOVERSE via MAMMAL,protein sequence to projected BIO soft-token prompt,2,2,True,2,3
full_2026-07-06__rec_002049,route_e229132b7ebc,route_4224ba560f81,0.605753,False,False,True,source_modality;fusion_topology,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.325581,0.582524,0.537736,0.057143,0.462963,0.037975,BIOVERSE,BIOVERSE,protein sequence to BIOVERSE alignment via UniProtKB GO terms,scRNA-seq profile to contrastive text alignment,7,2,False,3,0
full_2026-07-06__rec_002049,route_e229132b7ebc,route_8b4b2de14039,0.73682,True,False,True,source_modality;fusion_topology,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.582524,0.50655,1.0,0.635514,0.037975,BIOVERSE,BIOVERSE,protein sequence to BIOVERSE alignment via UniProtKB GO terms,protein sequence to contrastive text alignment,2,1,True,3,1
full_2026-07-06__rec_002049,route_e229132b7ebc,route_9d7c941595fc,0.666035,True,False,True,source_modality;lifecycle_phase;text_role,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.603448,0.666667,0.548387,0.581818,0.056338,BIOVERSE,BIOVERSE,protein sequence to BIOVERSE alignment via UniProtKB GO terms,protein sequence to free-text protein description,3,3,False,3,3
full_2026-07-06__rec_002049,route_e229132b7ebc,route_c61f8f6a5c1e,0.765161,True,False,True,source_modality;text_role,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.66055,0.711538,1.0,0.571429,0.049296,BIOVERSE,BIOVERSE,protein sequence to BIOVERSE alignment via UniProtKB GO terms,protein sequence to projected BIO soft-token prompt,1,1,False,3,3
full_2026-07-06__rec_002049,route_e229132b7ebc,route_d58aa4c7d1dd,0.630544,False,False,True,source_modality;text_role,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.325581,0.66055,0.710383,0.057143,0.40708,0.010989,BIOVERSE,BIOVERSE,protein sequence to BIOVERSE alignment via UniProtKB GO terms,scRNA-seq profile to projected BIO soft-token prompt,5,2,False,3,1
full_2026-07-06__rec_002105,route_2e545dd2dede,route_4046842f6227,0.507433,False,False,True,source_modality;lifecycle_phase;text_role,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.242424,0.255319,0.285714,0.301887,0.391304,0.090909,Mixtral 8x7b,Mixtral 8x7b,Transcriptome features to Mixtral conversational chats,GEO metadata summary with Mixtral 8x7b,1,3,False,0,2
full_2026-07-06__rec_002105,route_2e545dd2dede,route_42e3497047e3,0.499376,False,False,True,source_modality;lifecycle_phase;text_role,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.205128,0.255319,0.28169,0.253521,0.361905,0.090909,Mixtral 8x7b,Mixtral 8x7b,Transcriptome features to Mixtral conversational chats,CELLxGENE Census metadata summary with Mixtral 8x7b,2,3,False,0,2
full_2026-07-06__rec_002105,route_3d7c87fdb435,route_110ecfea952d,0.581096,False,False,True,source_modality;lifecycle_phase;text_role,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.785714,0.448598,0.222222,0.30303,0.376238,0.085366,Mistral 7B,Mistral 7B,Transcriptome embeddings to Mistral answers,Tabula Sapiens cell-type answer perplexity with Mistral 7B,3,1,False,1,0
full_2026-07-06__rec_002105,route_3d7c87fdb435,route_2951164b5686,0.526623,False,False,True,source_modality;lifecycle_phase;text_role,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.268657,0.352941,0.34188,0.416,0.372093,0.094595,Mistral 7B,Mistral 7B,Transcriptome embeddings to Mistral answers,Conversation evaluation perplexity with matched or mismatched transcriptome embeddings,4,1,False,1,0
full_2026-07-06__rec_002105,route_3d7c87fdb435,route_5e86ef1efcaa,0.712763,True,False,True,source_modality;text_role,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.622951,0.333333,0.48,0.619048,0.081301,Mistral 7B,Mistral 7B,Transcriptome embeddings to Mistral answers,Transcriptome embeddings plus questions to Mistral 7B for CellWhisperer fine-tuning,1,1,True,1,1
full_2026-07-06__rec_002105,route_3d7c87fdb435,route_bb452f4c33e5,0.643854,False,False,True,source_modality;lifecycle_phase;text_role,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.690909,0.333333,0.40367,0.58209,0.112782,Mistral 7B,Mistral 7B,Transcriptome embeddings to Mistral answers,Transcriptome embeddings plus free-text questions to Mistral 7B for CellWhisperer inference,2,1,False,1,0
full_2026-07-06__rec_002105,route_7c149cb8a26d,route_4046842f6227,0.76655,True,False,True,lifecycle_phase,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.77551,0.535714,0.589744,0.263158,0.472222,0.434555,Mixtral 8x7b,Mixtral 8x7b,GEO metadata to concise annotation,GEO metadata summary with Mixtral 8x7b,1,1,True,2,2
full_2026-07-06__rec_002105,route_7c149cb8a26d,route_42e3497047e3,0.729185,True,False,True,lifecycle_phase,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.545455,0.535714,0.49697,0.255319,0.376471,0.434555,Mixtral 8x7b,Mixtral 8x7b,GEO metadata to concise annotation,CELLxGENE Census metadata summary with Mixtral 8x7b,2,2,False,2,2
full_2026-07-06__rec_002105,route_7c149cb8a26d,route_50dfc1a52d64,0.611035,False,False,False,lifecycle_phase,0.235294,1.0,1.0,1.0,0.0,1.0,1.0,0.571429,0.421053,0.43871,0.247191,0.53012,0.085714,Mixtral 8x7b,GPT-4,GEO metadata to concise annotation,Disease validation metadata annotation with GPT-4,3,1,False,2,0
full_2026-07-06__rec_002105,route_9921b73712b4,route_50dfc1a52d64,0.524718,False,False,True,source_modality;lifecycle_phase;text_role,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.255319,0.428571,0.402985,0.237288,0.297872,0.126761,GPT-4,GPT-4,Transcriptome features to GPT-4 complex chats,Disease validation metadata annotation with GPT-4,1,3,False,0,0
full_2026-07-06__rec_002105,route_9f682ed30d66,route_50dfc1a52d64,0.511656,False,False,True,source_modality;lifecycle_phase;text_role,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.255319,0.392157,0.352201,0.1,0.294737,0.126761,GPT-4,GPT-4,Transcriptome features to GPT-4 detailed chats,Disease validation metadata annotation with GPT-4,1,4,False,0,0
full_2026-07-06__rec_002105,route_a63f9c17e099,route_4046842f6227,0.475037,False,False,False,carrier_subtype;lifecycle_phase;text_role,0.818182,1.0,0.0,1.0,0.0,1.0,0.0,0.27027,0.268657,0.264151,0.204082,0.266667,0.018519,Mistral 7B,Mixtral 8x7b,Prepared questions to Mistral answers,GEO metadata summary with Mixtral 8x7b,2,4,False,0,2
full_2026-07-06__rec_002105,route_a63f9c17e099,route_42e3497047e3,0.475499,False,False,False,carrier_subtype;lifecycle_phase;text_role,0.818182,1.0,0.0,1.0,0.0,1.0,0.0,0.27907,0.268657,0.278261,0.155172,0.295455,0.018519,Mistral 7B,Mixtral 8x7b,Prepared questions to Mistral answers,CELLxGENE Census metadata summary with Mixtral 8x7b,1,4,False,0,2
full_2026-07-06__rec_002105,route_b952c171b54f,route_4046842f6227,0.698475,True,False,True,lifecycle_phase,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.545455,0.53125,0.29703,0.19802,0.376471,0.096154,Mixtral 8x7b,Mixtral 8x7b,CELLxGENE Census metadata to concise annotation,GEO metadata summary with Mixtral 8x7b,2,2,False,2,2
full_2026-07-06__rec_002105,route_b952c171b54f,route_42e3497047e3,0.769199,True,False,True,lifecycle_phase,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.819672,0.53125,0.445498,0.605042,0.612245,0.096154,Mixtral 8x7b,Mixtral 8x7b,CELLxGENE Census metadata to concise annotation,CELLxGENE Census metadata summary with Mixtral 8x7b,1,1,True,2,2
full_2026-07-06__rec_002105,route_b952c171b54f,route_50dfc1a52d64,0.585988,False,False,False,lifecycle_phase,0.235294,1.0,1.0,1.0,0.0,1.0,1.0,0.463768,0.461538,0.288557,0.210526,0.5,0.042857,Mixtral 8x7b,GPT-4,CELLxGENE Census metadata to concise annotation,Disease validation metadata annotation with GPT-4,3,2,False,2,0
full_2026-07-06__rec_002105,route_f9ee7008733e,route_bb452f4c33e5,0.488827,False,False,True,carrier_subtype;source_modality;fusion_topology;text_role,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.528302,0.433962,0.531469,0.245614,0.423077,0.071942,Mistral 7B,Mistral 7B,Cluster-averaged transcriptome embedding to detailed descriptions,Transcriptome embeddings plus free-text questions to Mistral 7B for CellWhisperer inference,1,2,False,0,0
full_2026-07-06__rec_002243,route_1a7ab85ef051,route_37a7cca91a29,0.946467,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.987952,1.0,0.471698,1.0,0.509804,0.99,gpt2-gene-eng-ft,gpt2-gene-eng-ft,pawsx_finetune,PAWSX semantic similarity fine-tuning,1,1,True,1,1
full_2026-07-06__rec_002243,route_1a7ab85ef051,route_61ca2ca26bf3,0.62387,False,True,False,fusion_topology,0.6,1.0,1.0,1.0,1.0,0.0,1.0,0.470588,0.273973,0.118644,0.235294,0.28,0.293785,gpt2-gene-eng-ft,gene_eng_gpt2_summary,pawsx_finetune,Amazon review summarization training,2,2,False,1,1
full_2026-07-06__rec_002243,route_1a7ab85ef051,route_ee89475f41a7,0.471309,False,False,True,carrier_subtype;lifecycle_phase;fusion_topology;text_role,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.225806,0.47619,0.4,0.263158,0.179104,0.358696,gpt2-gene-eng-ft,gpt2-gene-eng-ft,pawsx_finetune,Sentence boundary prediction on natural language text,3,3,False,1,0
full_2026-07-06__rec_002243,route_326172680970,route_37a7cca91a29,0.646104,False,True,False,fusion_topology,0.6,1.0,1.0,1.0,1.0,0.0,1.0,0.465116,0.246575,0.235294,0.333333,0.547945,0.386364,gene_eng_gpt2_summary,gpt2-gene-eng-ft,amazon_review_summarization_training,PAWSX semantic similarity fine-tuning,2,2,False,1,1
full_2026-07-06__rec_002243,route_326172680970,route_61ca2ca26bf3,0.874788,True,True,True,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.361111,1.0,0.418301,gene_eng_gpt2_summary,gene_eng_gpt2_summary,amazon_review_summarization_training,Amazon review summarization training,1,1,True,1,1
full_2026-07-06__rec_002243,route_326172680970,route_6aa93231ea9d,0.512881,False,False,True,source_modality;lifecycle_phase;fusion_topology;text_role,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.175439,0.833333,0.573643,0.285714,0.603175,0.273973,gene_eng_gpt2_summary,gene_eng_gpt2_summary,amazon_review_summarization_training,DNA summarization inference,3,2,False,1,1
full_2026-07-06__rec_002243,route_326172680970,route_6ba807e0d8ae,0.459261,False,False,False,carrier_subtype;lifecycle_phase;text_role,0.744186,1.0,0.0,1.0,0.0,1.0,0.0,0.172414,0.297297,0.144928,0.246914,0.519481,0.073529,gene_eng_gpt2_summary,gene_eng_gpt2_para_seg,amazon_review_summarization_training,Wikipedia paragraph segmentation training,6,3,False,1,1
full_2026-07-06__rec_002243,route_326172680970,route_a70369fbdf43,0.496936,False,False,False,carrier_subtype;lifecycle_phase;text_role,0.75,1.0,0.0,1.0,0.0,1.0,0.0,0.412698,0.253968,0.308943,0.348837,0.4,0.026667,gene_eng_gpt2_summary,gpt2-gene-eng,amazon_review_summarization_training,English text pretraining,4,3,False,1,1
