cluster_id,title,doi,preprint_doi,pmid,arxiv_id,url,year,venue,abstract,sources,deepseek_current_rep1,deepseek_current_rep2,gpt_oss_current_rep1,gpt_oss_current_rep2,nemotron_current_rep1,nemotron_current_rep2_partial
2063,Reverse-Complement Consistency for DNA Language Models,10.48550/arXiv.2509.18529,,,2509.18529,,2025.0,arXiv.org,"A fundamental property of DNA is that the reverse complement (RC) of a sequence often carries identical biological meaning. However, state-of-the-art DNA language models frequently fail to capture this symmetry, producing inconsistent predictions for a sequence and its RC counterpart, which undermines their reliability. In this work, we introduce Reverse-Complement Consistency Regularization (RCCR), a simple and model-agnostic fine-tuning objective that directly penalizes the divergence between a model's prediction on a sequence and the aligned prediction on its reverse complement. We evaluate RCCR across three diverse backbones (Nucleotide Transformer, HyenaDNA, DNABERT-2) on a wide range of genomic tasks, including sequence classification, scalar regression, and profile prediction. Our experiments show that RCCR substantially improves RC robustness by dramatically reducing prediction flips and errors, all while maintaining or improving task accuracy compared to baselines such as RC data augmentation and test-time averaging. By integrating a key biological prior directly into the learning process, RCCR produces a single, intrinsically robust, and computationally efficient model fine-tuning recipe for diverse biology tasks.",['semantic_scholar'],UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
2082,Dendritic-cell diversity in equine blood revealed by single-cell transcriptomics,10.1101/2025.03.27.644174,,,,https://doi.org/10.1101/2025.03.27.644174,2025.0,bioRxiv,"Unbiased classification of equine dendritic cells (DC) is necessary to address various research questions such as the role of DC subsets in immune-mediated diseases of horses. We applied single-cell RNA sequencing (scRNA-seq) on DC enriched from blood of two horses, based on expression of CD172a, Flt3, CADM1 and CD14. All main DC subsets were detected based on key gene expression, including cDC type 1 (cDC1; XCR1), cDC2 (FCER1A, CD1E) and plasmacytoid DC (pDC; TCF4). In addition, we detected a small cluster of CD34-expressing DC progenitors. Our data confirms the previously reported phenotype of equine pDC (MHC-IIlowCADM1intCD172aint), cDC1 (MHC-IIhighCADM1highCD172alow-int) and cDC2 (MHC-IIhighCADM1intCD172ahigh), while also highlighting considerable CD14 expression for cDC2. Among Flt3+ cells clustering with cDC2, we identified a cluster resembling monocytes and showing a highly pro-inflammatory signature, likely representing DC type 3 (DC3). Notably, one cDC2-associated cluster had a mixed pDC/cDC2 signature (TCF4, SPIB, FCER1A), indicating the presence of transitional DC (tDC), a new DC subset initially described in human and mouse, and more recently in pig. To assess cross-species conservation of DC subsets, we compared equine and porcine DC scRNA-seq datasets using SATURN, a deep learning method that combines gene expression with added biological knowledge encoded in protein language models. This enabled mapping of the most similar DC subsets between horse and pig, confirming the conservation of key transcriptomic features and supporting the identification of equine tDC. Our atlas of equine blood DC is a valuable resource for comparative analyses, and it forms the foundation for elucidating the role of DC subsets in immunological diseases such as type I hypersensitivity in horses.",['semantic_scholar'],EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
2088,GenDMR: A dynamic multimodal role-swapping network for identifying risk gene phenotypes,10.48550/arXiv.2506.01456,,,2506.01456,,2025.0,arXiv.org,"Recent studies have shown that integrating multimodal data fusion techniques for imaging and genetic features is beneficial for the etiological analysis and predictive diagnosis of Alzheimer's disease (AD). However, there are several critical flaws in current deep learning methods. Firstly, there has been insufficient discussion and exploration regarding the selection and encoding of genetic information. Secondly, due to the significantly superior classification value of AD imaging features compared to genetic features, many studies in multimodal fusion emphasize the strengths of imaging features, actively mitigating the influence of weaker features, thereby diminishing the learning of the unique value of genetic features. To address this issue, this study proposes the dynamic multimodal role-swapping network (GenDMR). In GenDMR, we develop a novel approach to encode the spatial organization of single nucleotide polymorphisms (SNPs), enhancing the representation of their genomic context. Additionally, to adaptively quantify the disease risk of SNPs and brain region, we propose a multi-instance attention module to enhance model interpretability. Furthermore, we introduce a dominant modality selection module and a contrastive self-distillation module, combining them to achieve a dynamic teacher-student role exchange mechanism based on dominant and auxiliary modalities for bidirectional co-updating of different modal data. Finally, GenDMR achieves state-of-the-art performance on the ADNI public dataset and visualizes attention to different SNPs, focusing on confirming 12 potential high-risk genes related to AD, including the most classic APOE and recently highlighted significant risk genes. This demonstrates GenDMR's interpretable analytical capability in exploring AD genetic features, providing new insights and perspectives for the development of multimodal data fusion techniques.",['semantic_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
2100,Unify: Learning Cellular Evolution with Universal Multimodal Embeddings,10.1101/2025.09.07.674681,,,,,2025.0,bioRxiv,"Integrating single-cell RNA-sequencing (scRNA-seq) data across species is hindered by evolutionary divergence, technical batch effects, and the reliance on one-to-one orthologs. We present Unify, a transfer learning methodology that learns universal cell embeddings by defining functionally coherent, multi-modal macrogenes. This is achieved by combining RNA expression with embeddings from protein language models and general-purpose language models. Unify transcends species boundaries, enabling cross-species comparisons beyond strict gene-level homology. Unify corrects batch effects while preserving conserved biological signals across vast evolutionary distances and enables more accurate prediction of perturbation responses across species, such as from mouse to human. Applied to species separated by over 700 million years, Unify reconstructs more accurate multi-species cell-type evolutionary trees and uncovers convergent gene programs. Together, these results establish Unify as a powerful method for comparative single-cell genomics and evolutionary biology.","['biorxiv_medrxiv', 'semantic_scholar']",EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
2101,Case-based learning: a case of maturity-onset diabetes of the young 5 (MODY5) due to 17q12 microdeletion with a diminished plasma glucagon level,10.1007/s13340-025-00804-2,,40166445.0,,https://doi.org/10.1007/s13340-025-00804-2,2025.0,Diabetology International,"Maturity-onset diabetes of the young type 5 (MODY5), causally associated with loss-of-function of the HNF1B gene, is a rare form of monogenic diabetes that has been underdiagnosed in part because microdeletions of chromosome 17q12 encompassing the HNF1B gene cannot be detected by sequencing-based approaches, which accounts for about 50% of MODY5 cases. We herein describe a 37-year-old Japanese woman who manifested diabetic ketosis at the onset. The coexistence of features associated with MODY5, including abnormal renal function, impaired insulin secretion, pancreatic hypoplasia and hypomagnesemia, prompted us to decode her genomic information using whole-exome sequencing, where we were not able to identify any pathogenic HNF1B gene mutations. We further examined her genomic integrity using multiplex ligation probe amplification (MLPA) analysis, leading to identification of the 17q12 microdeletion which was further supported by array comparative genomic hybridization (array-CGH). Her insulin secretory capacity was insufficient, whereas her total daily dose of insulin was 11 U/day (0.25 U/Kg/day), indicating that she was relatively sensitive to insulin. As a possible explanation, we found that her plasma glucagon level was below the detection limit. Since inactivation of acetyl-CoA carboxylase 1 (ACACA), encoded in close proximity to the HNF1B gene, was reported to blunt glucagon secretion, the concurrent deletion of the ACACA gene may be in part responsible for this manifestation. In conclusion, the genetic analyses of MODY5 cases require the judicious use of appropriate genetic technologies. In addition, alpha-cell dysfunction may at least in part account for the variable clinical manifestations of MODY5.",['semantic_scholar'],UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,EXCLUDE
2104,"Scalable, multimodal profiling of chromatin accessibility and protein levels in single cells",10.1101/2020.09.08.286914,,,,https://doi.org/10.1101/2020.09.08.286914,2020.0,bioRxiv,"ABSTRACT Recent technological advances have enabled massively parallel chromatin profiling with s ingle- c ell A ssay for T ransposase A ccessible C hromatin by seq uencing (scATAC-seq) in thousands of individual cells. Here, we extend these approaches and present A TAC with S elect A ntigen P rofiling by seq uencing, ASAP-seq, a tool to simultaneously profile accessible chromatin and protein levels in thousands of single cells. Our approach pairs sparse scATAC-seq data with robust detection of hundreds of cell surface and intracellular protein markers and optional capture of mitochondrial DNA (mtDNA) for clonal tracking, thus concomitantly capturing three distinct modalities in single cells. Importantly, ASAP-seq uses a novel bridging approach that repurposes antibody:oligo conjugates designed for existing technologies that pair protein measurements with single cell RNA-seq. We demonstrate the utility of ASAP-seq by revealing coordinated and distinct changes in chromatin, RNA, and surface proteins during native hematopoietic differentiation, peripheral blood mononuclear cell stimulation, and as a combinatorial decoder and reporter of multiplexed perturbations in primary T cells.","['biorxiv_medrxiv', 'semantic_scholar']",EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
2116,Genetic Bottleneck and the Emergence of High Intelligence by Scaling-out and High Throughput,10.48550/arXiv.2407.08743,,,2407.08743,,2024.0,arXiv.org,"We study the biological evolution of low-latency natural neural networks for short-term survival, and its parallels in the development of low latency high-performance Central Processing Unit in computer design and architecture. The necessity of accurate high-quality display of motion picture led to the special processing units known as the GPU, just as how special visual cortex regions of animals produced such low-latency computational capacity. The human brain, especially considered as nothing but a scaled-up version of a primate brain evolved in response to genomic bottleneck, producing a brain that is trainable and prunable by society, and as a further extension, invents language, writing and storage of narratives displaced in time and space. We conclude that this modern digital invention of social media and the archived collective common corpus has further evolved from just simple CPU-based low-latency fast retrieval to high-throughput parallel processing of data using GPUs to train Attention based Deep Learning Neural Networks producing Generative AI with aspects like toxicity, bias, memorization, hallucination, with intriguing close parallels in humans and their society. We show how this paves the way for constructive approaches to eliminating such drawbacks from human society and its proxy and collective large-scale mirror, the Generative AI of the LLMs.",['semantic_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
2119,"Unraveling resistance mechanisms to the novel nucleoside analog RX-3117 in lung cancer: insights into DNA repair, cell cycle dysregulation and targeting PKMYT1 for improved therapy",10.1186/s13046-025-03470-z,,40702552.0,,,2025.0,Journal of experimental & clinical cancer research : CR,"Nucleoside analogues are crucial in treating non-small cell lung cancer (NSCLC), but resistance hampers patient outcomes. The cytidine analogue RX-3117 shows promise in gemcitabine-resistant cancers, yet mechanisms underlying acquired resistance to this drug remain unexplored. This study includes a comprehensive investigation into RX-3117 resistance mechanisms by leveraging new preclinical models and cutting-edge genomic tools, including a CRISPR-Cas9 knockout screen and transcriptomics. NSCLC cell lines A549 and SW1573 were exposed to stepwise increasing concentrations of RX-3117 to establish stable resistant subclones, confirmed by SRB and clonogenic assays. Intracellular RX-3117 nucleotide levels were measured via LC/MS-MS, prompting the evaluation and modulation of the expression of key metabolic enzymes by Western blot and siRNA. A CRISPR-Cas9 screen identified genes whose loss increased RX-3117 sensitivity, while RNA-sequencing with differential expression analyses revealed resistance-related pathways, further investigated through cell cycle distribution, knock-out, and ELISA assays. Resistant clones exhibited decreased accumulation of RX-3117 nucleotides, which however, was not associated to reduced expression of activation enzymes (UCK2, UMPK, CMPK, NME1/NDPK, RR1 and RR2). Instead, increased expression was observed in certain DNA repair and deactivation enzymes (NT5C3) but pharmacological inhibition and silencing of the latter did not circumvent resistance. Remarkably, a comprehensive approach with CRISPR-Cas9 screen highlighted DNA-repair and cell cycle determinants as key sensitizing genes. XL-PCR and RNA-sequencing confirmed aberrations in DNA-repair and pathways involved in cell cycle regulation. Knock-out and pharmacological inhibition validated the role of PKMYT1, a protein kinase involved in G2/M transition and genomic stability. RX-3117-resistant A549 cells showed enhanced sensitivity to the PKMYT1 inhibitor lunresertib and its synergism with RX-3117, suggesting further studies, especially in patients with high PKMYT1 expression who have significantly shorter survival rates, as observed in public databases and validated in an internal cohort of NSCLC patients. By integrating CRISPR-Cas9 with functional assays and transcriptomics, our study established a framework for decoding resistance mechanisms and highlights potential therapeutic strategies to enhance RX-3117 efficacy in NSCLC. We demonstrated for the first time that aberrant DNA repair and cell cycle dysregulation led resistance, identifying PKMYT1 as a promising target.",['semantic_scholar'],UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,EXCLUDE,UNCERTAIN
2122,PREDICTION OF BLADDER CANCER USING CLINICAL LABORATORY DATA,10.52152/801319,,,,,2025.0,Lex localis - Journal of Local Self-Government,"To improve diagnostic and prognosis accuracy, bladder cancer prediction utilizing clinical laboratory data integrates a number of cutting-edge approaches, such as deep learning, radiomics, and machine learning. To improve diagnostic accuracy, a variety of machine learning approaches and data sources must be integrated when predicting bladder cancer using clinical laboratory data. Due to the disease's complexity and heterogeneity, bladder cancer prediction using clinical laboratory data presents several difficulties.By combining machine learning and multi-modal data analysis, bladder cancer prediction using clinical laboratory data has advanced significantly. The combination of multi-modal data, which integrates clinical, imaging, histological, molecular, and genomic insights, has greatly improved the prediction of bladder cancer. Clinical, genetic, and computational approaches are among the categories that must be integrated in order to predict bladder cancer using clinical laboratory data. By merging patient demographics, medical history, imaging, and biomarker data, a multi-modal clinical data integration approach effectively improves the predictive ability of bladder cancer models.",['semantic_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
2123,Molecular Tumor Board Improves Outcomes for Hispanic Patients With Advanced Solid Tumors,10.1200/GO.23.00011,,38237094.0,,https://doi.org/10.1200/go.23.00011,2024.0,JCO Global Oncology,"PURPOSE Multidisciplinary molecular tumor boards (MTBs) decode complex genomic data into clinical recommendations. Although MTBs are well-established in the oncology practice in developed countries, this strategy needs to be better explored in developing countries. Herein, we describe the possible benefits and limitations of the first MTB established in Colombia. METHODS Demographic, clinical, and genomic information was collected between August 2020 and November 2021. By mid-2020, an MTB strategy was created to discuss clinical cases with one or more genomic alterations identified by next-generation sequencing using an open-access virtual platform. We characterized the patient population as benefiting from the recommended treatment option. We assessed the benefits and access to available targeted therapies that have the potential to change clinical management by making recommendations to treating oncologists on the basis of genomic profiling. However, we did not assess the treatment oncologists' compliance with MTB recommendations because they were not intended to replace clinical judgment/standard of care. RESULTS A total of 146 patients were included in the discussions of the MTB. The median age was 59 years, and 59.6% were women. Genomic results prompting a change in therapeutic decisions were obtained in 53.1% of patients (95% CI, 44.9 to 61.3). The most prevalent malignancy was non–small-cell lung cancer (51%). Other malignancies represented 60%, 50%, and 30% of patients with soft-tissue sarcomas, brain tumors, and breast cancer, respectively. CONCLUSION Using an open-access virtual platform, MTBs were feasible in low- and middle-income countries on the basis of the capability to provide the benefits and access to available targeted therapies that are not standard of care. Furthermore, MTB recommendations were made available to the treating oncologist in different locations across Colombia, providing the option to modify clinical management in most of these patients.",['semantic_scholar'],UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN
2134,A Multimodal Deep Neural Network for Human Breast Cancer Prognosis Prediction by Integrating Multi-Dimensional Data,10.1109/TCBB.2018.2806438,,29994639.0,,,2019.0,IEEE/ACM Transactions on Computational Biology & Bioinformatics,"Breast cancer is a highly aggressive type of cancer with very low median survival. Accurate prognosis prediction of breast cancer can spare a significant number of patients from receiving unnecessary adjuvant systemic treatment and its related expensive medical costs. Previous work relies mostly on selected gene expression data to create a predictive model. The emergence of deep learning methods and multi-dimensional data offers opportunities for more comprehensive analysis of the molecular characteristics of breast cancer and therefore can improve diagnosis, treatment, and prevention. In this study, we propose a Multimodal Deep Neural Network by integrating Multi-dimensional Data (MDNNMD) for the prognosis prediction of breast cancer. The novelty of the method lies in the design of our method's architecture and the fusion of multi-dimensional data. The comprehensive performance evaluation results show that the proposed method achieves a better performance than the prediction methods with single-dimensional data and other existing approaches. The source code implemented by TensorFlow 1.0 deep learning library can be downloaded from the Github: https://github.com/USTC-HIlab/MDNNMD.",['semantic_scholar'],UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
2146,Enhancing Alzheimer’s disease classification with a transformer-based model using self-supervised learning,10.1038/s41598-025-33957-w,,41501113.0,,,2026.0,Scientific Reports,"Alzheimer’s disease (AD) is a progressive neurodegenerative disease and the current diagnosis tools, which are used, including clinical examination and neuroimaging, are costly, time consuming and complicated to generalize across demographics. Traditional machine learning (ML) methods such as Support Vector Machines (SVM), LightGBM, and Random Forest (RF) are known to be having weakness in terms of feature selection, class imbalance, and generalization. This paper presents a new Enhanced TabTransformer with Self-Supervised Learning (ETT-SSL) framework of AD classification. The structure combines the transformer-based architecture, self-supervised learning (SSL) for feature representation, SHAP-based feature selection, and the use of SMOTE to balance classes. Experimental results also indicate that ETT-SSL reaches a high accuracy of 95.8%, which is a much better result than baseline models (SVM: 72.1, RF: 78.3, LightGBM: 80.5) and even the standard TabTransformer (85.2%). Additionally, ETT-SSL offers greater accuracy and improved recall, overcoming the issue of false negatives in AD diagnosis. SHAP analysis can be used to improve transparency in clinical decision-making by making use of the model interpretability. The proposed framework recommends a salivary, interpretability and clinically practical methodology that can be used to expand to multimodal data source (e.g. MRI scans, genomic markers and electronic health records) to improve accuracy and generalisability.",['semantic_scholar'],UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,UNCERTAIN,UNCERTAIN
2147,Flexynesis: A deep learning framework for bulk multi-omics data integration for precision oncology and beyond,10.1101/2024.07.16.603606,,,,,2024.0,bioRxiv,"Accurate decision making in precision oncology depends on integration of multimodal molecular information, such as the genetic data, gene expression, protein abundance, and epigenetic measurements. Deep learning methods facilitate integration of heterogeneous datasets. However, almost all published deep learning-based bulk multi-omics integration methods have constrained usability. They suffer from lack of transparency, modularity, deployability, and are applicable exclusively to narrow tasks. To address these limitations, we introduce Flexynesis, a versatile tool designed with usability, and adaptability in mind. Flexynesis streamlines data processing, enforces structured data splitting, and ensures rigorous model evaluation. It offers unsupervised feature selection, different omics layer fusion options, and hyperparameter tuning. Users can choose from distinct architectures: fully connected networks, variational autoencoders, multi-triplet networks, graph neural networks, and cross-modality encoding networks. Each model is complemented with a straightforward input interface and standardized training, evaluation, and feature importance quantification methods, enabling easy incorporation into data integration pipelines. For improved user experience, Flexynesis supports features such as on-the-fly task determination and compatibility with regression, classification, and survival modeling. It accommodates multi-task prediction of a mixture of numerical/categorical outcome variables with a tolerance for missing labels. We also developed an extensive benchmarking pipeline, showcasing the tool's capability across diverse real-life datasets. This toolset should make deep-learning based bulk multi-omics data integration in the context of clinical/pre-clinical data analysis and marker discovery more accessible to a wider audience with or without experience in deep-learning development. Flexynesis is available at https://github.com/BIMSBbioinfo/flexynesis and can be installed from https://pypi.org/project/flexynesis/.","['biorxiv_medrxiv', 'semantic_scholar']",EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
2151,Unlocking Precision Diagnostics: A Multimodal Framework Integrating Metabolomics with Advanced Machine Learning Techniques,10.1101/2025.01.19.633800,,,,https://doi.org/10.1101/2025.01.19.633800,2025.0,bioRxiv,"Integrating multiple omics modalities is a crucial strategy in cancer research, particularly in metabolomics, enabling early detection and detailed exploration of cancer biomarker signatures. This study evaluates five strategies for integrating metabolomics data from liquid chromatography-mass spectrometry, gas chromatography-mass spectrometry, and nuclear magnetic resonance. Deep Transfer Learning and Multiple Kernel Learning demonstrated superior performance, significantly improving classification accuracy, sensitivity, and robustness compared to single-modality analyses. Deep Transfer Learning employed a custom autoencoder for feature extraction followed by artificial neural network classification, while Multiple Kernel Learning optimized kernel matrices across different modalities. Feature extraction in the Deep Transfer Learning approach, combined with the selection of important features and subsequent analysis, revealed elevated levels of monounsaturated phospholipids such as phosphatidylcholine 30:1, phosphatidylethanolamine 32:1, and sphingomyelin 32:1 in HER2-positive cases. Additionally, β-alanine, gluconic acid, and N-acetylaspartic acid were increased, whereas 5’-deoxy-5’-methylthioadenosine and nicotinamide were decreased. These methods advance cancer detection, biomarker discovery, and the development of precise diagnostic and therapeutic tools while offering robust and adaptable strategies for multi-omics data integration across diverse biological datasets.","['biorxiv_medrxiv', 'semantic_scholar']",EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
2153,Enabling Multimodal User Interactions for Genomics Visualization Creation,10.1109/VIS54172.2023.00031,,,,https://osf.io/5zgye/download,2023.0,Visual ..,"Visualization plays an important role in extracting insights from complex and large-scale genomics data. Traditional graphical user interfaces (GUIs) offer limited flexibility for custom visualizations. Our prior work, Gosling, enables expressive visualization creation using a grammar-based approach, but beginners may face challenges in constructing complex visualizations. To address this, we explore multimodal interactions, including sketches, example images, and natural language inputs, to streamline visualization creation. Specifically, we customize two deep learning models (YOLO v7 and GPT3.5) to interpret user interactions and convert them into Gosling specifications. A workflow is proposed to progressively introduce and integrate multimodal interactions. We then present use cases demonstrating their effectiveness and identify challenges and opportunities for future research.",['semantic_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,INCLUDE
2160,AI-Based Doctor Agent for Early Detection of Alzheimer's Applying Hybrid Machine-Learning Techniques,10.62527/comien.2.3.65,,,,,2025.0,International Journal on Computational Engineering,"Alzheimer's disease (AD) is a progressive neurodegenerative disorder characterized by memory loss, cognitive decline, and irreversible brain death, rendering it a global health concern. Even though early detection using machine learning (ML) has gotten better, there are still problems with expensive neuroimaging, limited multimodal data integration, small homogeneous cohorts, and models that are hard to understand. This study proposes an AI-driven ""doctor"" agent that forecasts Alzheimer's disease state, progression risk, and personalized therapy recommendations, grounded in standard clinical and cognitive indicators. We used Mutual Information-based feature selection and an 80/20 stratified methodology to test seven hybrid ensemble models on 2,149 Kaggle patients. The second hybrid model had an accuracy of 95.81% and an AUC of 0.9492, which was better than both classical and deep-learning baselines. All hybrid models did better than individual learners, showing that they could work well with a wide range of clinical data. With alzheime.pkl, it was possible to make real-time predictions with confidence ratings and comments on diagnoses that were like those made by doctors. Real-time diagnostic results that can be understood, along with confidence ratings and automated ""doctor's notes,"" help research move from the lab to the clinic. Multimodal fusion, external validation, calibrated probability calculation, and explainable decision outputs make Alzheimer's screening fairer, faster, and clearer. The study shortens the time it takes to make a diagnosis and the amount of work that doctors must do, which is good for healthcare systems. Longitudinal, multi-omics, and wearable sensor data will be combined with privacy-preserving federated learning and explainable-AI dashboards to help doctors understand things better and use them in the real world.",['semantic_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE
2169,GLM-EP: An Equivariant Graph Neural Network and Protein Language Model Integrated Framework for Predicting Essential Proteins in Bacteriophages,10.32604/cmes.2025.074364,,,,,2025.0,Computer Modeling in Engineering &amp; Sciences,": Recognizing essential proteins within bacteriophages is fundamental to uncovering their replication and survival mechanisms and contributes to advances in phage-based antibacterial therapies. Despite notable progress, existing computational techniques struggle to represent the interplay between sequence-derived and structure-dependent protein features. To overcome this limitation, we introduce GLM-EP, a unified framework that fuses protein language models with equivariant graph neural networks. By merging semantic embeddings extracted from amino acid sequences with geometry-aware graph representations, GLM-EP enables an in-depth depiction of phage proteins and enhances essential protein identification. Evaluation on diverse benchmark datasets confirms that GLM-EP surpasses conventional sequence-based and independent deep-learning methods, yielding higher F1 and AUROC outcomes. Component-wise analysis demonstrates that GCNII, EGNN, and the gated multi-head attention mechanism function in a complementary manner to encode complex molecular attributes. In summary, GLM-EP serves as a robust and efficient tool for bacteriophage genomic analysis and provides valuable methodological perspectives for the discovery of antibiotic-resistance therapeutic targets. The corresponding code repository is available at: https://github.com/ MiJia-ID/GLM-EP (accessed on 01 November 2025).",['semantic_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE
2171,TransSurv: Transformer-Based Survival Analysis Model Integrating Histopathological Images and Genomic Data for Colorectal Cancer,10.1109/TCBB.2022.3199244,,35976825.0,,,2022.0,IEEE/ACM Transactions on Computational Biology & Bioinformatics,"Survival analysis is a significant study in cancer prognosis, and the multi-modal data, including histopathological images, genomic data, and clinical information, provides unprecedented opportunities for its development. However, because of the high dimensionality and the heterogeneity of histopathological images and genomic data, acquiring effective predictive characters from these multi-modal data has always been a challenge for survival analysis. In this article, we propose a transformer-based survival analysis model (TransSurv) for colorectal cancer that can effectively integrate intra-modality and inter-modality features of histopathological images, genomic data, and clinical information. Specifically, to integrate the intra-modality relationship of image patches, we develop a multi-scale histopathological features fusion transformer (MS-Trans). Furthermore, we provide a cross-modal fusion transformer based on cross attention for multi-scale pathological representation and multi-omics representation, which includes RNA-seq expression and copy number alteration (CNA). At the output layer of the TransSurv, we adopt the Cox layer to integrate multi-modal fusion representation with clinical information for end-to-end survival analysis. The experimental results on the Cancer Genome Atlas (TCGA) colorectal cancer cohort demonstrate that the proposed TransSurv outperforms the existing methods and improves the prognosis prediction of colorectal cancer.",['semantic_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE
2173,A Unified AI-Based Approach for Processing Heterogeneous Medical Data in Healthcare Informatics,10.48175/ijarsct-29391,,,,,2025.0,"International Journal of Advanced Research in Science, Communication and Technology","The exponential growth of digital healthcare data from imaging and clinical records to sensor and genomic sources has created both a vast opportunity and a technical challenge. Artificial Intelligence (AI) provides a promising means to interpret this diversity of information and to generate clinically useful insights. This research proposes a unified, multimodal framework that integrates deep learning and machine learning techniques for processing heterogeneous medical data. The focus lies on diagnostic prediction, image interpretation, patient risk estimation, and clinical text analysis. The study aims to benchmark multiple learning strategies in terms of predictive accuracy, interpretability, and adaptability across datasets. The expected contribution includes a modular AI pipeline and ethical guidelines for deploying transparent, privacy conscious algorithms in clinical environments. The overall objective is to advance the responsible and verifiable integration of AI systems in medical practice",['semantic_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN,EXCLUDE
2181,Assessing Algorithmic Fairness With a Multimodal Artificial Intelligence Model in Men of African and Non-African Origin on NRG Oncology Prostate Cancer Phase III Trials,10.1200/CCI-24-00284,,40344545.0,,,2025.0,JCO Clinical Cancer Informatics,"PURPOSE Artificial intelligence (AI) tools could improve clinical decision making or exacerbate inequities because of bias. African American (AA) men reportedly have a worse prognosis for prostate cancer (PCa) and are underrepresented in the development genomic biomarkers. We assess the generalizability of tools developed using a multimodal AI (MMAI) deep learning system using digital histopathology and clinical data from NRG/Radiation Therapy Oncology Group PCa trials across racial subgroups. METHODS In total, 5,708 patients from five randomized phase III trials were included. Two MMAI algorithms were evaluated: (1) the distant metastasis (DM) MMAI model optimized to predict risk of DM, and (2) the PCa-specific mortality (PCSM) MMAI model optimized to focus on prediction death in the presence of DM (DDM). The prognostic performance of the MMAI algorithms was evaluated in AA and non-AA subgroups using time to DM (primary end point) and time to DDM (secondary end point). Exploratory end points included time to biochemical failure and overall survival with Fine-Gray or Cox proportional hazards models. Cumulative incidence estimates were computed for time-to-event end points and compared using Gray's test. RESULTS There were 948 (16.6%) AA patients, 4,731 non-AA patients (82.9%), and 29 (0.5%) patients with unknown or missing race status. The DM-MMAI algorithm showed a strong prognostic signal for DM in the AA (subdistribution hazard ratio [sHR], 1.2 [95% CI, 1.0 to 1.3]; P = .007) and non-AA subgroups (sHR, 1.4 [95% CI, 1.3 to 1.5]; P < .001). Similarly, the PCSM-MMAI score showed a strong prognostic signal for DDM in both AA (sHR, 1.3 [95% CI, 1.1 to 1.5]; P = .001) and non-AA subgroups (sHR, 1.5 [95% CI, 1.4 to 1.6]; P < .001), with similar distributions of risk. CONCLUSION Using cooperative group data sets with a racially diverse population, the MMAI algorithm performed well across racial subgroups without evidence of algorithmic bias.",['semantic_scholar'],UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
