cluster_id,title,doi,preprint_doi,pmid,arxiv_id,url,year,venue,abstract,sources,deepseek_current_rep1,deepseek_current_rep2,gpt_oss_current_rep1,gpt_oss_current_rep2,nemotron_current_rep1
2306,Systematic contextual biases in SegmentNT relevant to all nucleotide transformer models,10.1101/2025.04.09.647946,,,,https://doi.org/10.1101/2025.04.09.647946,2025.0,bioRxiv,"Recent advances in large language models (LLMs) have extended to genomic applications, yet model robustness relative to context changes is unclear. Here, we demonstrate two intrinsic biases (input sequence length and position) affecting SegmentNT, a model included with the Nucleotide Transformer that uniquely provides nucleotide-level predictions of biological features. We demonstrate that nucleotide position within the input sequence (beginning, middle, or end) alters the nature of SegmentNT’s prediction probabilities, and that longer input sequence improves model performance, but with diminishing returns, suggesting the surprisingly small optimal input length of ∼3,072 nucleotides. We identify notable discrepancies between SegmentNT and gene annotations that may indicate the model is identifying additional biological characteristics, but further work is needed. Finally, we identify a 24-nucleotide periodic oscillation in SegmentNT’s prediction probabilities, revealing an intrinsic bias potentially linked to the model’s training tokenization (6-mers) and the model’s architecture. Our findings provide actionable and generalizable insights to improve foundation model training and application by mitigating intrinsic biases.",['semantic_scholar'],UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
2314,VGAT: A Cancer Survival Analysis Framework Transitioning from Generative Visual Question Answering to Genomic Reconstruction,10.1109/ICME59968.2025.11209080,,,2503.19367,,2025.0,IEEE International Conference on Multimedia and Expo,"Multimodal learning combining pathology images and genomic sequences enhances cancer survival analysis but faces clinical implementation barriers due to limited access to genomic sequencing in under-resourced regions. To enable survival prediction using only whole-slide images (WSI), we propose the Visual-Genomic Answering-Guided Transformer (VGAT), a framework integrating Visual Question Answering (VQA) techniques for genomic modality reconstruction. By adapting VQA’s text feature extraction approach, we derive stable genomic representations that circumvent dimensionality challenges in raw genomic data. Simultaneously, a cluster-based visual prompt module selectively enhances discriminative WSI patches, addressing noise from unfiltered image regions. Evaluated across five TCGA datasets, VGAT outperforms existing WSI-only methods, demonstrating the viability of genomic-informed inference without sequencing. This approach bridges multimodal research and clinical feasibility in resource-constrained settings. The code link is https://github.com/CZZZZZZZZZZZZZZZZZ/VGAT.",['semantic_scholar'],EXCLUDE,EXCLUDE,UNCERTAIN,UNCERTAIN,INCLUDE
2330,Smart Insights: Multimodal Deep Learning Techniques for Accurate Disease Identification,10.1109/QPAIN66474.2025.11171928,,,,,2025.0,"2025 International Conference on Quantum Photonics, Artificial Intelligence, and Networking (QPAIN)","This paper presents a new multimodal deep learning framework for the identification of diseases through the fusion of medical imaging, EHR, and genomic data. This system runs, handles, and analyses heterogeneous medical data using a new fusion architecture combining convolutional neural networks, recurrent neural networks, and transformer models. Experimental results report better diagnostic accuracy for several diseases such as inflammatory bowel disease, type 2 diabetes, and liver cirrhosis. The system achieves a mean improvement in accuracy of 15% versus single-modality counterparts and performs well in the early detection of diseases. The system is scalable and adaptable for extended use at clinical setups.",['semantic_scholar'],UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
2335,A Generative Model for Semi-Supervised Learning,10.31274/cc-20240624-36,,,,,2019.0,,"Semi-Supervised learning is of great interest in a wide variety of research areas, including natural language processing, speech synthesizing, image classification, genomics etc. Semi-Supervised Generative Model is one Semi-Supervised learning approach that learns labeled data and unlabeled data simultaneously. A drawback of current Semi-Supervised Generative Models is that latent encoding learnt by generative models is concatenated directly with predicted label, which may result in degradation in representation learning. In this paper we present a new Semi-Supervised Generative Models that removes the direct dependency of data generation on label, hence overcomes this drawback. We show experiments that verifies this approach, together with comparison with existing works.",['semantic_scholar'],UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
2339,POS0570 UNSUPERVISED DEEP-LEARNING IDENTIFIES SIX CLINICAL SUBTYPES OF RHEUMATOID ARTHRITIS AT BASELINE THAT ASSOCIATE WITH METHOTREXATE FAILURE DURING FOLLOW-UP,10.1136/annrheumdis-2022-eular.4600,,,,https://ard.bmj.com/content/annrheumdis/81/Suppl_1/550.2.full.pdf,2022.0,Annals of the Rheumatic Diseases,"Currently methotrexate (MTX) is the prevailing baseline treatment for Rheumatoid Arthritis (RA). Treatment response varies since RA is a highly heterogeneous disease. A tantalizing idea is that the factors causing clinical heterogeneity can already be elucidated at baseline.Disentangle clinical heterogeneity of RA patients at baseline to identify likely MTX failure during follow-up.We constructed patient-specific profiles, featuring baseline clinical measurements which we split into three layers: 1) joint counts, 2) numerical hematology work up, and 3) categorical features (binary serological markers (aCCP/RF) and localization of joint inflammation and tenderness). We applied Z-score scaling on the numerical data and one hot encoding on the categorical features. To identify hidden structure across these layers we used Maui (Multi-omics Autoencoder Integration) [1], and Phenograph [2] for subsequent clustering of patients within the extracted latent space. We examined the most discriminatory features post-hoc with SHAP. With Kaplan Meier curves we assessed MTX efficacy using treatment switch as proxy for failure. We calculated hazard ratios (HR) with univariate Cox-regression.We had 944 RA patients with baseline health record data. MAUI identified 23 latent factors from 335 baseline variables. Phenograph showed 6 RA-subgroups (Table 1 & Figure 1).Table 1.Baseline characteristics of the different clustersC1C2C3C4C5C6N22417917116211692Sex (F)*131 (59)122 (68)125 (73)112 (69)71 (61)57 (62)RF*95 (42)89 (50)106 (62)107 (66)68 (59)55 (60)aCCP*82 (36.6)89 (50)110 (64)105 (65)65 (56)54 (59)DAS44(3)3.6 (2.7-4.2)2.7 (2.2-3.1)2.4 (1.9-2.9)2.1 (1.7-2.6)2.2 (1.7-2.6)2.8 (2.4-3.2)SJC15 (11-20)6 (3-8)9.0 (6-12)2 (1-5)4 (2-6)9 (6-12)TJC19 (14-27)9 (6-12)12.0 (9-18)4 (2-6)3 (2-6)11 (7-13)ESR (mm/hr)33 (14-53)33 (14-48)19 (9-35)28 (14-39)23 (11-38)25 (9-36)Age (yr)63 (14)60 (13)53 (16)59 (15)63 (13)58 (16)MTX prescription*192 (85)146 (81)138 (80)131 (80)88 (75)78 (85)Follow up (days)1308 (743-2060)1458 (880-2567)1821 (982-2566)1590 (1022-2245)1566 (787-2000)1468 (832-2211)Symptom duration (days)124 (52-334)155 (46-537)155 (62-365)217 (77-775)186 (62-548)155 (62-365)Presented are *binary variables as n(%) and continuous as median (Q1-Q3) or mean (SD).Figure 1.Overview of the distinct RA-clusters: A) 2D UMAP, B) Kaplan Meier plot of MTX-probability across 8.6 years (defined by cluster with shortest follow up), C) SHAP plot of most discriminatory features per cluster.The baseline clusters (C) are characterized by a different joint involvement or lab value: C1 had a low aCCP-positivity (37%) and high median ESR of 33. C1 had the most affected joints (primarily the small joints) with a swollen- (SJC) and tender joint count (TJC) of 15 and 19 respectively. C2 had mediocre aCCP-positivity (50%) and low median SJC=6 and TJC=9. C3 had MTP involvement, high aCCP-positivity (64%), and low ESR=19 but relatively high joint counts; SJC=9 and TJC=12. C4 had no wrists, high aCCP-positivity (65%), high ESR=28 and low joint counts; SJC=2, TJC=4. C5 had low lymphocyte numbers and a low median ESR=23, SJC=4 and TJC=3. C6 had MCP1 involvement, was mostly aCCP-positive (59%) and had a slightly higher median ESR=25, SJC=9 and TJC=11.Clusters differed in MTX failure: 40%, 53%, 69%, 54%, 48% and 64% (for cluster 1-6, P=3.2e-2). Examining the local differences, we observed the biggest difference between C1 and C3 (HR 0.5 (95% CI 0.36-0.7), P=4.4e-5).Using baseline data, we identified 6 putative novel RA subtypes which were associated with differences in MTX failure. Our study demonstrates the applicability of unsupervised deep learning and cluster analysis to elucidate hidden structure in the multi-modal EHR.[1]Ronen J. doi:10.26508/lsa.201900517[2]Levine JH. doi:10.1016/j.cell.2015.05.047Tjardo Maarseveen: None declared, Marc Maurits: None declared, Thomas Huizinga: None declared, Marcel Reinders: None declared, Erik van den Akker: None declared, Rachel Knevel Grant/research support from: Rachel received a grant from Pfizer.",['semantic_scholar'],UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
2344,Cancer Prediction using Multimodel Analysis,10.17577/IJERTV9IS020141,,,,https://www.ijert.org/research/cancer-prediction-using-multimodel-analysis-IJERTV9IS020141.pdf,2020.0,,"Machine learning and artificial intelligence are the state-of-the-art technologies in the world at the moment. Amidst every industry keenly focusing on adapting these technologies onto their respective domains, learning machine learning opens up a plethora of opportunities to develop advanced machinery and applications related to face recognition, cybersecurity, medicine. As a team, we were intrigued by the use cases of this technology and its potential in creating an efficient environment altogether. Surfing on the Internet for its information and we ended up learning about the existence of deep learning. Getting acquainted with its initiatory had us intrigued even more; which is the reason why we took up this project. The role of multimodal analysis in cancer detection is a game changer because it defeats the purpose of manually inspecting the slides on the biopsies and checking for the gene-gene interaction, which takes up a humongous amount of time and is predominant in the world. This project not only eliminates the need to inspect the slides manually but also increases the accuracy of the measurement to a great extent. This drawback of manual inspection of the tissue slides by the lab technicians and the doctors invigorated us to innovate and execute an application that is critically needed by mainstream medical domain at the very moment. In case of Gene expression data, the need for finding the correlation between genes is reduced as KNN relates the most dominant gene for a particular user. Hence Multimodal analysis is used to gather the features of all the modals and creating a single modal which is able to predict effectively. In this case KNN is suited for data points while CNN is the game changer when it comes to images also SVM is highly reliable in case of small dataset as it classifies and predict at the same time. Keywords—CNN; SVM; Cancer; KNN; Ensemble Learning.",['semantic_scholar'],UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
2346,"Characterization of Klebsiella pneumoniae bacteriophages, KP1 and KP12, with deep learning-based structure prediction",10.3389/fmicb.2022.990910,,36762092.0,,https://www.frontiersin.org/articles/10.3389/fmicb.2022.990910/pdf,2023.0,Frontiers in Microbiology,"Concerns over Klebsiella pneumoniae resistance to the last-line antibiotic treatment have prompted a reconsideration of bacteriophage therapy in public health. Biotechnological application of phages and their gene products as an alternative to antibiotics necessitates the understanding of their genomic context. This study sequenced, annotated, characterized, and compared two Klebsiella phages, KP1 and KP12. Physiological validations identified KP1 and KP12 as members of Myoviridae family. Both phages showed that their activities were stable in a wide range of pH and temperature. They exhibit a host specificity toward K. pneumoniae with a broad intraspecies host range. General features of genome size, coding density, percentage GC content, and phylogenetic analyses revealed that these bacteriophages are distantly related. Phage lytic proteins (endolysin, anti-/holin, spanin) identified by the local alignment against different databases, were subjected to further bioinformatic analyses including three-dimensional (3D) structure prediction by AlphaFold. AlphaFold models of phage lysis proteins were consistent with the published X-ray crystal structures, suggesting the presence of T4-like and P1/P2-like bacteriophage lysis proteins in KP1 and KP12, respectively. By providing the primary sequence information, this study contributes novel bacteriophages for research and development pipelines of phage therapy that ultimately, cater to the unmet clinical and industrial needs against K. pneumoniae pathogens.",['semantic_scholar'],UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,UNCERTAIN
2349,NicheAgent: LLM-Guided Zero-Shot Niche Identification for Spatial Transcriptomics,10.64898/2025.12.09.693287,,,,,2025.0,bioRxiv,"Abstract
                Spatial transcriptomics provides high-resolution maps of gene expression within intact tissue architecture, enabling the study of cellular niches, functional layers, and microenvironmental structure. Yet, accurately assigning niche or layer identities remains challenging across platforms such as 10x Visium, MERFISH, and STARmap due to batch variability, incomplete marker panels, and the lack of universally consistent domain boundaries. Existing methods including SpaGCN, BayesSpace, STAGATE, and DeepST rely heavily on supervised labels, dataset-specific fine-tuning, or deep representation learning, which often over-smooth boundaries, fail to generalize across technologies, and provide limited interpretability.
                
                  We introduce
                  NicheAgent
                  , a zero-shot, training-free framework for spatial niche identification guided by lightweight large language models (LLMs). NicheAgent constructs interpretable
                  nichecards
                  for each region, encoding canonical marker genes and prototype expression centroids. Each cell is first assigned using a deterministic nearest-prototype rule based solely on gene expression and 2-hop spatial neighborhoods. Low-confidence assignments are then selectively reviewed and corrected by an LLM using only interpretable signals: marker-gene coherence, neighborhood label consistency, and an allowed label set. A final spatial smoothing step enforces local structural coherence.
                
                Applied across Visium, MERFISH, and STARmap tissues without any retraining or domain-specific supervision, NicheAgent achieves robust and biologically meaningful niche delineation, outperforming many supervised and graph-based baselines on homogeneity, completeness, and mutual information, while offering transparent reasoning traces for each corrected decision. Our results demonstrate that LLM-guided refinement, when coupled with lightweight rule-based prototypes, provides a scalable, explainable, and cross-platform alternative to heavy deep learning models for spatial transcriptomics annotation.",['semantic_scholar'],EXCLUDE,EXCLUDE,INCLUDE,EXCLUDE,EXCLUDE
2350,Multi-modal Transfer Learning between Biological Foundation Models,10.48550/arXiv.2406.14150,,,2406.14150,,2024.0,Neural Information Processing Systems,"Biological sequences encode fundamental instructions for the building blocks of life, in the form of DNA, RNA, and proteins. Modeling these sequences is key to understand disease mechanisms and is an active research area in computational biology. Recently, Large Language Models have shown great promise in solving certain biological tasks but current approaches are limited to a single sequence modality (DNA, RNA, or protein). Key problems in genomics intrinsically involve multiple modalities, but it remains unclear how to adapt general-purpose sequence models to those cases. In this work we propose a multi-modal model that connects DNA, RNA, and proteins by leveraging information from different pre-trained modality-specific encoders. We demonstrate its capabilities by applying it to the largely unsolved problem of predicting how multiple RNA transcript isoforms originate from the same gene (i.e. same DNA sequence) and map to different transcription expression levels across various human tissues. We show that our model, dubbed IsoFormer, is able to accurately predict differential transcript expression, outperforming existing methods and leveraging the use of multiple modalities. Our framework also achieves efficient transfer knowledge from the encoders pre-training as well as in between modalities. We open-source our model, paving the way for new multi-modal gene expression approaches.",['semantic_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
2353,Exploring the application of multimodal neural networks in predicting stem cell intervention responses for autoimmune diseases,10.1117/12.3088785,,,,,2026.0,"International Conference on Communication, Information and Digital Technologies","The rapid advancement of multimodal neural architectures has created unprecedented opportunities to decode complex biological signatures from heterogeneous biomedical data, particularly in therapeutic response prediction. Stem cell interventions have emerged as a promising therapeutic approach, yet predicting individual treatment outcomes remains challenging due to the complex interplay of genetic, cellular, and clinical factors. This study explores the application of multimodal neural networks to integrate heterogeneous data types, including single-cell transcriptomics, histopathological images, and electronic health records, for predicting stem cell therapy responses in autoimmune conditions. The proposed framework employs dedicated encoders for each data modality, coupled with cross-modal attention mechanisms to capture synergistic biological relationships. A multi-task learning objective simultaneously optimizes for response classification and time-to-event analysis, enhancing clinical utility. Experimental validation on a rheumatoid arthritis patient cohort demonstrates superior predictive performance compared to conventional single-modality models, with interpretability analyses revealing key biomarkers associated with treatment success. The model’s ability to identify high-response patient subsets could enable personalized therapeutic strategies while reducing unnecessary interventions. By bridging computational biology and clinical decision-making, this work advances the translation of AI-driven precision medicine into autoimmune disease management.",['semantic_scholar'],EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
2357,Abstract A014: Deep learning-driven drug discovery: A breakthrough algorithm and its implication in lung cancer therapy development,10.1158/1535-7163.targ-23-a014,,,,,2023.0,Molecular Cancer Therapeutics,"We have developed an algorithm and implemented it in a software platform for the purpose of developing new anti-tumor drugs in the form of small molecules. In this study, we focused on generating molecules specifically for the treatment of lung cancer patients.  To begin with, we employed deep learning (DL) techniques to evaluate the genes associated with poor clinical outcomes in lung cancer patients. By utilizing generative adversarial neural networks (GAN), we acquired additional patient data.  The results of each experiment were presented as a list of genes ordered by their impact on the desired effect. We then intersected the lists of genes obtained from experiments with overall survival (OS) and progression-free interval (PFI) data. This allowed us to identify a set of genes whose expression was correlated with poor prognosis. In order to enhance the precision, we trained another DL model to distinguish between normal and tumor tissue based on gene expression. By doing so, we were able to identify the smaller set of genes that could be targeted. Subsequently, we developed a module that predicts the interactions between inhibitors and proteins. This involved representing protein amino acid sequences and chemical compound formulas in vector form, and a virtual screening of the Pubchem database.  The implementation of the Drug-protein interactions module resulted in a dataset of 118,379 pairs, including 19,250 pairs describing compounds bound to proteins, and 99,129 precedents describing non-bound ones. DLwas applied, yielding a ROC-AUC of 0.86. Following the search for candidate molecules, we obtained 160,000 pairs with a predicted interaction probability above 0.99, as well as 2,921 pairs with probability of 1.0. Additionally, we created a DL-based module to predict the IC50 values in cell line experiments. Virtual pre-clinical trials were conducted using the selected inhibitors to identify relevant cell lines for subsequent laboratory experiments. Through this process, we obtained formulas for several molecules that demonstrated predicted binding to specific proteins. During the cell experiment emulation, our feature importance algorithm selected 129 genes. For the cell experiment emulation stage, we specifically chose interactions with a probability of at least 0.9. We prioritized molecules that acted on the minimum number of cell lines with a higher probability, thus ensuring higher specificity. Ultimately, we selected 5 small molecules as potential candidates, as well as certain cell lines for their validation.  The NLP technologies utilized in this study demonstrated their effectiveness in processing tens of thousands of articles.  The pipeline of methods presented in this paper lays the groundwork for automated AI-driven drug discovery. We have showcased the application of modern machine learning methods, particularly DL, as well as the methods used to prepare the initial data for the learning algorithms. The performance of these methods has been validated through cross-validation using data from publicly available sources.
 Citation Format: Dmitrii K Chebanov, Vsevolod A Misyurin, Nadezhda S Tatevosova. Deep learning-driven drug discovery: A breakthrough algorithm and its implication in lung cancer therapy development [abstract]. In: Proceedings of the AACR-NCI-EORTC Virtual International Conference on Molecular Targets and Cancer Therapeutics; 2023 Oct 11-15; Boston, MA. Philadelphia (PA): AACR; Mol Cancer Ther 2023;22(12 Suppl):Abstract nr A014.",['semantic_scholar'],EXCLUDE,UNCERTAIN,EXCLUDE,INCLUDE,EXCLUDE
2367,OmniCellTOSG: The First Cell Text-Omic Signaling Graphs Dataset for Graph Language Foundation Modeling,,,,2504.02148,,2025.0,,"With the rapid growth of large-scale single-cell omic datasets, omic foundation models (FMs) have emerged as powerful tools for advancing research in life sciences and precision medicine. However, most existing omic FMs rely primarily on numerical transcriptomic data by sorting genes as sequences, while lacking explicit integration of biomedical prior knowledge and signaling interactions that are critical for scientific discovery. Here, we introduce the Text-Omic Signaling Graph (TOSG), a novel data structure that unifies human-interpretable biomedical textual knowledge, quantitative omic data, and signaling network information. Using this framework, we construct OmniCellTOSG, a large-scale resource comprising approximately half million meta-cell TOSGs derived from around 80 million single-cell and single-nucleus RNA-seq profiles across organs and diseases. We further develop CellTOSG-FM, a multimodal graph language FM, to jointly analyze textual, omic and signaling network context. Across diverse downstream tasks, CellTOSG-FM outperforms existing omic FMs, and provides interpretable insights into disease-associated targets and signaling pathways.",['semantic_scholar'],UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
2387,Abstract 1267: Dual approach using unbiased proteomics and multiplexed immunofluorescence for the detection of markers predictive for immunotherapy in melanoma patients,10.1158/1538-7445.am2022-1267,,,,,2022.0,Cancer Research,"Background: Remarkable clinical success with immune checkpoint inhibitor (ICI) therapy has been achieved in recent years for the treatment of melanoma. However, despite the clinical advances of ICI therapy no durable responses are observed in 40-60% of melanoma patients, and current biomarkers such as tumor mutational burden (TMB) and PD-L1 expression do not clearly distinguish responders. Therefore, a growing focus of immuno-oncology (IO) research is focused on identifying novel biomarkers that are predictive for the response of treatment with ICIs. Due to the complexity of the interactions between cancer cells and the immune system, the identification of predictive biomarkers for patient response requires a combination of tools and efforts. Therefore, we have designed a multi-modality approach for the protein analysis of tumor tissue samples from late-stage melanoma patients treated with ICIs, consisting of an unbiased deep proteomic analysis followed by a multiplexed immunofluorescence (mIF) spatial tissue analysis.
 Methods: Formalin-fixed paraffin-embedded (FFPE) tumor samples were firstly used for unbiased quantification of proteins using data-independent acquisition (DIA) LC-MS technology and Biognosys’ Spectronaut software. Baseline patient samples were classified as responders (n = 9) or non-responders (n = 15) based on the response at 3 months post ICI-treatment. Additionally, patient’s tumor mutational burden (TMB) was analyzed using whole exome sequencing (WES). Subsequently, the same patient samples will be analyzed by MultiOmyx™, a proprietary, immunofluorescence (IF) multiplexing assay that enables visualization and characterization of up to 60 biomarkers on a single FFPE section. A custom panel will be generated to verify key markers identified by proteomics analysis in a spatial context and after multiplexing images will be analyzed by applying the proprietary deep-learning based cell classification platform NeoLYTX.
 Results: Analysis of the 24 FFPE samples from metastatic melanoma patients treated with ICI therapy stratified into responders and non-responders lead to the identification of 103 proteins that are significantly up- or down-regulated between the groups. Work is now ongoing to follow-up these findings by an mIF tissue analysis which will provide further details on the spatial relationship in the tumor microenvironment of these markers and pathways.
 Conclusions: In this study we demonstrate the power of a dual proteomic and mIF profiling for a comprehensive characterization of melanoma patients and the discovery and detection of markers predictive for response to ICI-therapy.
 Citation Format: Anna Juncker-Jensen, Nigel Beaton, Kristina Beeler, Tobias Treiber, Mitchell Levesque, Julia M. Gomez, Harry Nunns, Xin-Xing Tan, Jakob Vowinckel. Dual approach using unbiased proteomics and multiplexed immunofluorescence for the detection of markers predictive for immunotherapy in melanoma patients [abstract]. In: Proceedings of the American Association for Cancer Research Annual Meeting 2022; 2022 Apr 8-13. Philadelphia (PA): AACR; Cancer Res 2022;82(12_Suppl):Abstract nr 1267.",['semantic_scholar'],UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE
2397,Mapping the ECC–Saliva Neuroimmune Axis Using AI: A System-Level Framework,10.3390/children13020185,,,,,2026.0,Children,"Background/Objectives: Early childhood caries (ECC) and saliva have been studied across disparate domains, including microbiome, fluoride, immune, oxidative-stress, and neuroendocrine research. However, the ECC–saliva literature has not previously been mapped as a connected system using modern natural language processing (NLP). This study treats PubMed titles and abstracts as data to identify major themes, emerging topics, and candidate neuroimmune axes in ECC–saliva research. Methods: Using the NCBI E-utilities API, we retrieved 298 PubMed records (2000–2025) matching (“early childhood caries” [Title/Abstract]) AND saliva [Title/Abstract]. Text was cleaned with spaCy and embedded using a transformer encoder; BERTopic combined UMAP dimensionality reduction and HDBSCAN clustering to derive thematic topics. We summarised topics with class-based TF–IDF, constructed keyword co-occurrence networks, defined an internal topic-level Novelty Index (semantic distance plus temporal dispersion), and mapped high-novelty topics to gene ontology and Reactome pathways using g:Profiler. Prophet was used to model temporal trends and forecast topic-level publication trajectories. Finally, we generated a fully synthetic neuroimmune salivary dataset, based on realistic ranges from the literature, to illustrate how the identified axes could be operationalised in future ECC cohorts. Results: Seven coherent ECC–saliva topics were identified, including classical microbiome and fluoride domains as well as antioxidant/redox, proteomic, peptide immunity, and Candida–biofilm themes. High-novelty topics clustered around total antioxidant capacity, glutathione peroxidase, superoxide dismutase, and peptide-based host defence. Keyword networks and ontology enrichment highlighted “Detoxification of Reactive Oxygen Species”, “cellular oxidant detoxification”, and cytokine-mediated signalling as central processes. Temporal forecasting suggested plateauing growth for classical epidemiology and fluoride topics, with steeper projected increases for antioxidant and peptide-immunity themes. A co-mention heatmap revealed a literature-level Candida–cytokine–neuroendocrine triad (e.g., Candida albicans, IL-6/TNF, cortisol), which we propose as a testable neuro-immunometabolic hypothesis rather than a confirmed mechanism. Conclusions: AI-assisted topic modelling and network analysis provide a reproducible, bibliometric map of ECC–saliva research that highlights underexplored antioxidant/redox and neuroimmune salivary axes. The synthetic neuroimmune dataset and modelling pipeline are illustrative only, but together with the literature map, they offer a structured agenda for future ECC cohorts and mechanistic studies.",['semantic_scholar'],UNCERTAIN,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE
2399,Knowledge synthesis from 100 million biomedical documents augments the deep expression profiling of coronavirus receptors,10.1101/2020.03.24.005702,,,2003.12773v1,https://doi.org/10.7554/elife.58040,2020.0,bioRxiv,"The COVID-19 pandemic demands assimilation of all available biomedical knowledge to decode its mechanisms of pathogenicity and transmission. Despite the recent renaissance in unsupervised neural networks for decoding unstructured natural languages, a platform for the real-time synthesis of the exponentially growing biomedical literature and its comprehensive triangulation with deep omic insights is not available. Here, we present the nferX platform for dynamic inference from over 45 quadrillion possible conceptual associations extracted from unstructured biomedical text, and their triangulation with Single Cell RNA-sequencing based insights from over 25 tissues. Using this platform, we identify intersections between the pathologic manifestations of COVID-19 and the comprehensive expression profile of the SARS-CoV-2 receptor ACE2. We find that tongue keratinocytes, airway club cells, and ciliated cells are likely underappreciated targets of SARS-CoV-2 infection, in addition to type II pneumocytes and olfactory epithelial cells. We further identify mature small intestinal enterocytes as a possible hotspot of COVID-19 fecal-oral transmission, where an intriguing maturation-correlated transcriptional signature is shared between ACE2 and the other coronavirus receptors DPP4 (MERS-CoV) and ANPEP (α-coronavirus). This study demonstrates how a holistic data science platform can leverage unprecedented quantities of structured and unstructured publicly available data to accelerate the generation of impactful biological insights and hypotheses. The nferX Platform Single-cell resource - https://academia.nferx.com/","['arxiv', 'biorxiv_medrxiv', 'semantic_scholar']",EXCLUDE,UNCERTAIN,EXCLUDE,EXCLUDE,UNCERTAIN
2403,Modular Universal Reparameterization: Deep Multi-task Learning Across Diverse Domains,,,,1906.00097,,2019.0,Neural Information Processing Systems,"As deep learning applications continue to become more diverse, an interesting question arises: Can general problem solving arise from jointly learning several such diverse tasks? To approach this question, deep multi-task learning is extended in this paper to the setting where there is no obvious overlap between task architectures. The idea is that any set of (architecture,task) pairs can be decomposed into a set of potentially related subproblems, whose sharing is optimized by an efficient stochastic algorithm. The approach is first validated in a classic synthetic multi-task learning benchmark, and then applied to sharing across disparate architectures for vision, NLP, and genomics tasks. It discovers regularities across these domains, encodes them into sharable modules, and combines these modules systematically to improve performance in the individual tasks. The results confirm that sharing learned functionality across diverse domains and architectures is indeed beneficial, thus establishing a key ingredient for general problem solving in the future.",['semantic_scholar'],EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,UNCERTAIN
2404,Bridging the gap with the UK Genomics Pathology Imaging Collection,10.1038/s41591-022-01798-z,,35534568.0,,,2022.0,Nature Medicine,"Jennings CN(1)(2), Humphries MP(1), Wood S(3), Jadhav M(3), Chabra R(3), Brown C(3), Chan G(3), Kaye D(1), Bansal D(1), Colquhoun C(1), Merzouki N(3), Arumugam P(3), Westhead DR(2), Treanor D(4)(5)(6)(7).",['semantic_scholar'],UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,UNCERTAIN
2405,Decoding cocaine-induced proteomic adaptations in the mouse nucleus accumbens,10.1126/scisignal.adl4738,,38626009.0,,,2024.0,Science Signaling,"Cocaine use disorder (CUD) is a chronic neuropsychiatric condition that results from enduring cellular and molecular adaptations. Among substance use disorders, CUD is notable for its rising prevalence and the lack of approved pharmacotherapies. The nucleus accumbens (NAc), a region that is integral to the brain’s reward circuitry, plays a crucial role in the initiation and continuation of maladaptive behaviors that are intrinsic to CUD. Leveraging advancements in neuroproteomics, we undertook a proteomic analysis that spanned membrane, cytosolic, nuclear, and chromatin compartments of the NAc in a mouse model. The results unveiled immediate and sustained proteomic modifications after cocaine exposure and during prolonged withdrawal. We identified congruent protein regulatory patterns during initial cocaine exposure and reexposure after withdrawal, which contrasted with distinct patterns during withdrawal. Pronounced proteomic shifts within the membrane compartment indicated adaptive and long-lasting molecular responses prompted by cocaine withdrawal. In addition, we identified potential protein translocation events between soluble-nuclear and chromatin-bound compartments, thus providing insight into intracellular protein dynamics after cocaine exposure. Together, our findings illuminate the intricate proteomic landscape that is altered in the NAc by cocaine use and provide a dataset for future research toward potential therapeutics. Proteomics analysis of subcellular fractions of mouse brain may reveal clues for treating cocaine addiction. Editor’s summary Cocaine use, addiction, and relapse are challenging to treat. Reward circuits in the brain activated by cocaine include the nucleus accumbens (NAc) in the CNS. Mews et al. performed subcellular proteomics of the NAc in mice to explore the spatiotemporal protein landscape during chronic cocaine use, withdrawal, and reuse. The findings implicated plasma membrane–associated proteins and intranuclear protein shuttling during withdrawal, providing insight into the intricate protein dynamics from which therapeutic strategies might be developed. —Leslie K. Ferrarelli",['semantic_scholar'],UNCERTAIN,UNCERTAIN,UNCERTAIN,UNCERTAIN,EXCLUDE
2410,A Deep Neural Network for Predicting Synergistic Drug Combinations on Cancer,10.1007/s12539-023-00596-6,,38183569.0,,,2024.0,Interdisciplinary Sciences Computational Life Sciences,"Yan S(1), Zheng D(2).",['semantic_scholar'],UNCERTAIN,UNCERTAIN,EXCLUDE,EXCLUDE,UNCERTAIN
